CMS SCHEDULE,YEAR,HCPCS,GEOGRAPHY,MOD,EFF_DATE,SHORTDESC,FILE_NAME,NF RATE,F RATE
3. LAB,2025,0222U,NATIONAL,,2025-01-01,Rhd&rhce gntyp next gnrj seq,CLFS 2025 Q1V1.csv,282.88,282.88
3. LAB,2025,0223U,NATIONAL,,2025-01-01,Nfct ds 22 trgt sars-cov-2,CLFS 2025 Q1V1.csv,416.78,416.78
3. LAB,2025,0224U,NATIONAL,,2025-01-01,Antibody sars-cov-2 titer(s),CLFS 2025 Q1V1.csv,51.43,51.43
3. LAB,2025,0225U,NATIONAL,,2025-01-01,Nfct ds dna&rna 21 sarscov2,CLFS 2025 Q1V1.csv,416.78,416.78
3. LAB,2025,0226U,NATIONAL,,2025-01-01,Svnt sarscov2 elisa plsm srm,CLFS 2025 Q1V1.csv,42.28,42.28
3. LAB,2025,0227U,NATIONAL,,2025-01-01,Rx asy prsmv 30+rx/metablt,CLFS 2025 Q1V1.csv,62.14,62.14
3. LAB,2025,0228U,NATIONAL,,2025-01-01,Onc prst8 ma molec prfl alg,CLFS 2025 Q1V1.csv,173.03,173.03
3. LAB,2025,0229U,NATIONAL,,2025-01-01,Bcat1&ikzf1 prmtr mthyln aly,CLFS 2025 Q1V1.csv,384.0,384.0
3. LAB,2025,0230U,NATIONAL,,2025-01-01,Ar full sequence analysis,CLFS 2025 Q1V1.csv,301.35,301.35
3. LAB,2025,0231U,NATIONAL,,2025-01-01,Cacna1a full gene analysis,CLFS 2025 Q1V1.csv,846.27,846.27
3. LAB,2025,0232U,NATIONAL,,2025-01-01,Cstb full gene analysis,CLFS 2025 Q1V1.csv,274.83,274.83
3. LAB,2025,0233U,NATIONAL,,2025-01-01,Fxn gene analysis,CLFS 2025 Q1V1.csv,274.83,274.83
3. LAB,2025,0234U,NATIONAL,,2025-01-01,Mecp2 full gene analysis,CLFS 2025 Q1V1.csv,527.87,527.87
3. LAB,2025,0235U,NATIONAL,,2025-01-01,Pten full gene analysis,CLFS 2025 Q1V1.csv,600.0,600.0
3. LAB,2025,0236U,NATIONAL,,2025-01-01,Smn1&smn2 full gene analysis,CLFS 2025 Q1V1.csv,602.7,602.7
3. LAB,2025,0237U,NATIONAL,,2025-01-01,Car ion chnlpthy gen seq pnl,CLFS 2025 Q1V1.csv,584.9,584.9
3. LAB,2025,0238U,NATIONAL,,2025-01-01,Onc lnch syn gen dna seq aly,CLFS 2025 Q1V1.csv,584.9,584.9
3. LAB,2025,0239U,NATIONAL,,2025-01-01,Trgt gen seq alys pnl 311+,CLFS 2025 Q1V1.csv,3500.0,3500.0
3. LAB,2025,0240U,NATIONAL,,2025-01-01,Nfct ds vir resp rna 3 trgt,CLFS 2025 Q1V1.csv,142.63,142.63
3. LAB,2025,0240U,NATIONAL,QW,2025-01-01,Nfct ds vir resp rna 3 trgt,CLFS 2025 Q1V1.csv,142.63,142.63
3. LAB,2025,0241U,NATIONAL,,2025-01-01,Nfct ds vir resp rna 4 trgt,CLFS 2025 Q1V1.csv,142.63,142.63
3. LAB,2025,0241U,NATIONAL,QW,2025-01-01,Nfct ds vir resp rna 4 trgt,CLFS 2025 Q1V1.csv,142.63,142.63
3. LAB,2025,0242U,NATIONAL,,2025-01-01,Trgt gen seq alys pnl 55-74,CLFS 2025 Q1V1.csv,5000.0,5000.0
3. LAB,2025,0243U,NATIONAL,,2025-01-01,Ob pe biochem assay pgf alg,CLFS 2025 Q1V1.csv,64.41,64.41
3. LAB,2025,0244U,NATIONAL,,2025-01-01,Onc solid orgn dna 257 genes,CLFS 2025 Q1V1.csv,3500.0,3500.0
3. LAB,2025,0245U,NATIONAL,,2025-01-01,Onc thyr mut alys 10 gen&37,CLFS 2025 Q1V1.csv,1266.07,1266.07
3. LAB,2025,0246U,NATIONAL,,2025-01-01,Rbc dna gnotyp 16 bld groups,CLFS 2025 Q1V1.csv,720.0,720.0
3. LAB,2025,0247U,NATIONAL,,2025-01-01,Ob prtrm brth ibp4 shbg meas,CLFS 2025 Q1V1.csv,750.0,750.0
3. LAB,2025,0248U,NATIONAL,,2025-01-01,Onc sphrd cell cul 12 rx pnl,CLFS 2025 Q1V1.csv,3033.86,3033.86
3. LAB,2025,0249U,NATIONAL,,2025-01-01,Onc brst alys 32 phsprtn alg,CLFS 2025 Q1V1.csv,2219.13,2219.13
3. LAB,2025,0250U,NATIONAL,,2025-01-01,Onc sld org neo dna 505 gene,CLFS 2025 Q1V1.csv,2919.6,2919.6
3. LAB,2025,0251U,NATIONAL,,2025-01-01,Hepcidin-25 elisa serum/plsm,CLFS 2025 Q1V1.csv,17.27,17.27
3. LAB,2025,0252U,NATIONAL,,2025-01-01,Ftl aneuploidy str alys dna,CLFS 2025 Q1V1.csv,759.05,759.05
3. LAB,2025,0253U,NATIONAL,,2025-01-01,Rprdtve med rna gen prfl 238,CLFS 2025 Q1V1.csv,3159.42,3159.42
3. LAB,2025,0254U,NATIONAL,,2025-01-01,Reprdtve med alys 24 chrmsm,CLFS 2025 Q1V1.csv,759.05,759.05
3. LAB,2025,0255U,NATIONAL,,2025-01-01,Andrology infertility assmt,CLFS 2025 Q1V1.csv,31.6,31.6
3. LAB,2025,0256U,NATIONAL,,2025-01-01,Tma/tmao prfl ms/ms ur alg,CLFS 2025 Q1V1.csv,159.95,159.95
3. LAB,2025,0257U,NATIONAL,,2025-01-01,Vlcad leuk nzm actv whl bld,CLFS 2025 Q1V1.csv,712.47,712.47
3. LAB,2025,0258U,NATIONAL,,2025-01-01,Ai psor mrna 50-100 gen alg,CLFS 2025 Q1V1.csv,3675.0,3675.0
3. LAB,2025,0259U,NATIONAL,,2025-01-01,Neph ckd nuc mrs meas gfr,CLFS 2025 Q1V1.csv,52.71,52.71
3. LAB,2025,0260U,NATIONAL,,2025-01-01,Rare ds id opt genome mapg,CLFS 2025 Q1V1.csv,1263.53,1263.53
3. LAB,2025,0261U,NATIONAL,,2025-01-01,Onc clrct ca img alys w/ai,CLFS 2025 Q1V1.csv,2513.25,2513.25
3. LAB,2025,0262U,NATIONAL,,2025-01-01,Onc sld tum rt-pcr 7 gen,CLFS 2025 Q1V1.csv,3200.0,3200.0
3. LAB,2025,0263U,NATIONAL,,2025-01-01,Neuro asd meas 16 c metblt,CLFS 2025 Q1V1.csv,750.0,750.0
3. LAB,2025,0264U,NATIONAL,,2025-01-01,Rare ds id opt genome mapg,CLFS 2025 Q1V1.csv,1263.53,1263.53
3. LAB,2025,0265U,NATIONAL,,2025-01-01,Rar do whl gn&mtcdrl dna als,CLFS 2025 Q1V1.csv,5475.8,5475.8
3. LAB,2025,0266U,NATIONAL,,2025-01-01,Unxpl cnst hrtbl do gn xprsn,CLFS 2025 Q1V1.csv,3200.0,3200.0
3. LAB,2025,0267U,NATIONAL,,2025-01-01,Rare do id opt gen mapg&seq,CLFS 2025 Q1V1.csv,6739.33,6739.33
3. LAB,2025,0268U,NATIONAL,,2025-01-01,Hem ahus gen seq alys 15 gen,CLFS 2025 Q1V1.csv,608.17,608.17
3. LAB,2025,0269U,NATIONAL,,2025-01-01,Hem aut dm cgen trmbctpna 22,CLFS 2025 Q1V1.csv,608.17,608.17
3. LAB,2025,0270U,NATIONAL,,2025-01-01,Hem cgen coagj do 20 genes,CLFS 2025 Q1V1.csv,608.17,608.17
3. LAB,2025,0271U,NATIONAL,,2025-01-01,Hem cgen neutropenia 24 gen,CLFS 2025 Q1V1.csv,608.17,608.17
3. LAB,2025,0272U,NATIONAL,,2025-01-01,Hem genetic bld do 60 genes,CLFS 2025 Q1V1.csv,608.17,608.17
3. LAB,2025,0273U,NATIONAL,,2025-01-01,Hem gen hyprfibrnlysis 8 gen,CLFS 2025 Q1V1.csv,608.17,608.17
3. LAB,2025,0274U,NATIONAL,,2025-01-01,Hem gen pltlt do 62 genes,CLFS 2025 Q1V1.csv,608.17,608.17
3. LAB,2025,0275U,NATIONAL,,2025-01-01,Hem heprn nduc trmbctpna srm,CLFS 2025 Q1V1.csv,18.37,18.37
3. LAB,2025,0276U,NATIONAL,,2025-01-01,Hem inh thrombocytopenia 42,CLFS 2025 Q1V1.csv,2448.56,2448.56
3. LAB,2025,0277U,NATIONAL,,2025-01-01,Hem gen pltlt funcj do 40,CLFS 2025 Q1V1.csv,608.17,608.17
3. LAB,2025,0278U,NATIONAL,,2025-01-01,Hem gen thrombosis 14 genes,CLFS 2025 Q1V1.csv,608.17,608.17
3. LAB,2025,0279U,NATIONAL,,2025-01-01,Hem vw factor&clgn iii bndg,CLFS 2025 Q1V1.csv,11.53,11.53
3. LAB,2025,0280U,NATIONAL,,2025-01-01,Hem vw factor&clgn iv bndg,CLFS 2025 Q1V1.csv,17.27,17.27
3. LAB,2025,0281U,NATIONAL,,2025-01-01,Hem vwd propeptide ag lvl,CLFS 2025 Q1V1.csv,17.27,17.27
3. LAB,2025,0282U,NATIONAL,,2025-01-01,Rbc dna gntyp 12 bld grp gen,CLFS 2025 Q1V1.csv,720.0,720.0
3. LAB,2025,0283U,NATIONAL,,2025-01-01,Vw factor type 2b eval plsm,CLFS 2025 Q1V1.csv,18.4,18.4
3. LAB,2025,0284U,NATIONAL,,2025-01-01,Vw factor type 2n eval plsm,CLFS 2025 Q1V1.csv,17.27,17.27
3. LAB,2025,0285U,NATIONAL,,2025-01-01,Onc rsps radj cll fr dna tox,CLFS 2025 Q1V1.csv,443.31,443.31
3. LAB,2025,0286U,NATIONAL,,2025-01-01,Cep72 nudt15&tpmt gene alys,CLFS 2025 Q1V1.csv,134.13,134.13
3. LAB,2025,0287U,NATIONAL,,2025-01-01,Onc thyr dna&mrna 112 genes,CLFS 2025 Q1V1.csv,3600.0,3600.0
3. LAB,2025,0288U,NATIONAL,,2025-01-01,Onc lung mrna quan pcr 11&3,CLFS 2025 Q1V1.csv,3873.0,3873.0
3. LAB,2025,0289U,NATIONAL,,2025-01-01,Neuro alzheimer mrna 24 gen,CLFS 2025 Q1V1.csv,760.0,760.0
3. LAB,2025,0290U,NATIONAL,,2025-01-01,Pain mgmt mrna gen xprsn 36,CLFS 2025 Q1V1.csv,760.0,760.0
3. LAB,2025,0291U,NATIONAL,,2025-01-01,Psyc mood do mrna 144 genes,CLFS 2025 Q1V1.csv,1755.0,1755.0
3. LAB,2025,0292U,NATIONAL,,2025-01-01,Psyc strs do mrna 72 genes,CLFS 2025 Q1V1.csv,1755.0,1755.0
3. LAB,2025,0293U,NATIONAL,,2025-01-01,Psyc suicidal idea mrna 54,CLFS 2025 Q1V1.csv,760.0,760.0
3. LAB,2025,0294U,NATIONAL,,2025-01-01,Lngvty&mrtlty rsk mrna 18gen,CLFS 2025 Q1V1.csv,760.0,760.0
3. LAB,2025,0295U,NATIONAL,,2025-01-01,Onc brst dux carc 7 proteins,CLFS 2025 Q1V1.csv,5435.0,5435.0
3. LAB,2025,0296U,NATIONAL,,2025-01-01,Onc orl&/orop ca 20 mlc feat,CLFS 2025 Q1V1.csv,1950.0,1950.0
3. LAB,2025,0297U,NATIONAL,,2025-01-01,Onc pan tum whl gen seq dna,CLFS 2025 Q1V1.csv,2919.6,2919.6
3. LAB,2025,0298U,NATIONAL,,2025-01-01,Onc pan tum whl trns seq rna,CLFS 2025 Q1V1.csv,2919.6,2919.6
3. LAB,2025,0299U,NATIONAL,,2025-01-01,Onc pan tum whl gen opt mapg,CLFS 2025 Q1V1.csv,1863.22,1863.22
3. LAB,2025,0300U,NATIONAL,,2025-01-01,Onc pan tum whl gen seq&opt,CLFS 2025 Q1V1.csv,4183.13,4183.13
3. LAB,2025,0301U,NATIONAL,,2025-01-01,Iadna bartonella ddpcr,CLFS 2025 Q1V1.csv,262.72,262.72
3. LAB,2025,0302U,NATIONAL,,2025-01-01,Iadna brtnla ddpcr flwg liq,CLFS 2025 Q1V1.csv,361.37,361.37
3. LAB,2025,0303U,NATIONAL,,2025-01-01,Hem rbc ads whl bld hypoxic,CLFS 2025 Q1V1.csv,2201.62,2201.62
3. LAB,2025,0304U,NATIONAL,,2025-01-01,Hem rbc ads whl bld normoxic,CLFS 2025 Q1V1.csv,2075.8,2075.8
3. LAB,2025,0305U,NATIONAL,,2025-01-01,Hem rbc fnclty&dfrm shr strs,CLFS 2025 Q1V1.csv,662.58,662.58
3. LAB,2025,0306U,NATIONAL,,2025-01-01,Onc mrd nxt-gnrj alys 1st,CLFS 2025 Q1V1.csv,3878.45,3878.45
3. LAB,2025,0307U,NATIONAL,,2025-01-01,Onc mrd nxt-gnrj alys sbsq,CLFS 2025 Q1V1.csv,794.49,794.49
3. LAB,2025,0308U,NATIONAL,,2025-01-01,Crd cad alys 3 prtn 3 param,CLFS 2025 Q1V1.csv,390.75,390.75
3. LAB,2025,0309U,NATIONAL,,2025-01-01,Crd cv ds aly 4 prtn plm alg,CLFS 2025 Q1V1.csv,390.75,390.75
3. LAB,2025,0310U,NATIONAL,,2025-01-01,Ped vsclts kd alys 3 bmrks,CLFS 2025 Q1V1.csv,390.75,390.75
3. LAB,2025,0311U,NATIONAL,,2025-01-01,Nfct ds bct quan antmcrb sc,CLFS 2025 Q1V1.csv,8.08,8.08
3. LAB,2025,0312U,NATIONAL,,2025-01-01,Ai ds sle alys 8 igg autoant,CLFS 2025 Q1V1.csv,840.65,840.65
3. LAB,2025,0313U,NATIONAL,,2025-01-01,Onc pncrs dna&mrna seq 74,CLFS 2025 Q1V1.csv,3600.0,3600.0
3. LAB,2025,0314U,NATIONAL,,2025-01-01,Onc cutan mlnma mrna 35 gene,CLFS 2025 Q1V1.csv,1950.0,1950.0
3. LAB,2025,0315U,NATIONAL,,2025-01-01,Onc cutan sq cll ca mrna 40,CLFS 2025 Q1V1.csv,8500.0,8500.0
3. LAB,2025,0316U,NATIONAL,,2025-01-01,B brgdrferi lyme ds ospa evl,CLFS 2025 Q1V1.csv,18.66,18.66
3. LAB,2025,0317U,NATIONAL,,2025-01-01,Onc lung ca 4-prb fish assay,CLFS 2025 Q1V1.csv,2030.0,2030.0
3. LAB,2025,0318U,NATIONAL,,2025-01-01,Ped whl gen mthyltn alys 50+,CLFS 2025 Q1V1.csv,1770.48,1770.48
3. LAB,2025,0319U,NATIONAL,,2025-01-01,Neph rna pretrnspl perph bld,CLFS 2025 Q1V1.csv,2650.0,2650.0
3. LAB,2025,0320U,NATIONAL,,2025-01-01,Neph rna psttrnspl perph bld,CLFS 2025 Q1V1.csv,2650.0,2650.0
3. LAB,2025,0321U,NATIONAL,,2025-01-01,Iadna gu pthgn 20bct&fng org,CLFS 2025 Q1V1.csv,634.84,634.84
3. LAB,2025,0322U,NATIONAL,,2025-01-01,Neuro asd meas 14 acyl carn,CLFS 2025 Q1V1.csv,750.0,750.0
3. LAB,2025,0323U,NATIONAL,,2025-01-01,Iadna cns pthgn next gen seq,CLFS 2025 Q1V1.csv,2126.2,2126.2
3. LAB,2025,0326U,NATIONAL,,2025-01-01,Trgt gen seq alys pnl 83+,CLFS 2025 Q1V1.csv,5000.0,5000.0
3. LAB,2025,0327U,NATIONAL,,2025-01-01,Ftl aneuploidy trsmy dna seq,CLFS 2025 Q1V1.csv,795.0,795.0
3. LAB,2025,0328U,NATIONAL,,2025-01-01,Drug assay 120+ rx&metablt,CLFS 2025 Q1V1.csv,114.43,114.43
3. LAB,2025,0329U,NATIONAL,,2025-01-01,Onc neo xome&trns seq alys,CLFS 2025 Q1V1.csv,3437.98,3437.98
3. LAB,2025,0330U,NATIONAL,,2025-01-01,Iadna vag pthgn panel 27 org,CLFS 2025 Q1V1.csv,416.78,416.78
3. LAB,2025,0331U,NATIONAL,,2025-01-01,Onc hl neo opt gen mapping,CLFS 2025 Q1V1.csv,1863.22,1863.22
3. LAB,2025,0332U,NATIONAL,,2025-01-01,Onc pan tum gen prflg 8 dna,CLFS 2025 Q1V1.csv,1142.06,1142.06
3. LAB,2025,0333U,NATIONAL,,2025-01-01,Onc lvr surveilanc hcc cfdna,CLFS 2025 Q1V1.csv,662.32,662.32
3. LAB,2025,0334U,NATIONAL,,2025-01-01,Onc sld orgn tgsa dna 84/+,CLFS 2025 Q1V1.csv,3500.0,3500.0
3. LAB,2025,0335U,NATIONAL,,2025-01-01,Rare ds whl gen seq feta,CLFS 2025 Q1V1.csv,5224.6,5224.6
3. LAB,2025,0336U,NATIONAL,,2025-01-01,Rare ds whl gen seq bld/slv,CLFS 2025 Q1V1.csv,2574.65,2574.65
3. LAB,2025,0337U,NATIONAL,,2025-01-01,Onc plsm cell do&myeloma id,CLFS 2025 Q1V1.csv,2435.0,2435.0
3. LAB,2025,0338U,NATIONAL,,2025-01-01,Onc sld tum crcg tum cl slct,CLFS 2025 Q1V1.csv,2435.0,2435.0
3. LAB,2025,0339U,NATIONAL,,2025-01-01,Onc prst8 mrna hoxc6 & dlx1,CLFS 2025 Q1V1.csv,760.0,760.0
3. LAB,2025,0340U,NATIONAL,,2025-01-01,Onc pan ca alys mrd plasma,CLFS 2025 Q1V1.csv,3920.0,3920.0
3. LAB,2025,0341U,NATIONAL,,2025-01-01,Ftl aneup dna seq cmpr alys,CLFS 2025 Q1V1.csv,1900.2,1900.2
3. LAB,2025,0342U,NATIONAL,,2025-01-01,Onc pncrtc ca mult ia eclia,CLFS 2025 Q1V1.csv,897.0,897.0
3. LAB,2025,0343U,NATIONAL,,2025-01-01,Onc prst8 xom aly 442 sncrna,CLFS 2025 Q1V1.csv,760.0,760.0
3. LAB,2025,0344U,NATIONAL,,2025-01-01,Hep nafld semiq evl 28 lipid,CLFS 2025 Q1V1.csv,792.17,792.17
3. LAB,2025,0345U,NATIONAL,,2025-01-01,Psyc genom alys pnl 15 gen,CLFS 2025 Q1V1.csv,1336.09,1336.09
3. LAB,2025,0347U,NATIONAL,,2025-01-01,Rx metab/pcx dna 16 gen alys,CLFS 2025 Q1V1.csv,1336.09,1336.09
3. LAB,2025,0348U,NATIONAL,,2025-01-01,Rx metab/pcx dna 25 gen alys,CLFS 2025 Q1V1.csv,742.27,742.27
3. LAB,2025,0349U,NATIONAL,,2025-01-01,Rx metab/pcx dna 27gen rx ia,CLFS 2025 Q1V1.csv,742.27,742.27
3. LAB,2025,0350U,NATIONAL,,2025-01-01,Rx metab/pcx dna 27 gen alys,CLFS 2025 Q1V1.csv,1336.09,1336.09
3. LAB,2025,0351U,NATIONAL,,2025-01-01,Nfct ds bct/viral trail ip10,CLFS 2025 Q1V1.csv,260.5,260.5
3. LAB,2025,0355U,NATIONAL,,2025-01-01,Apol1 risk variants,CLFS 2025 Q1V1.csv,137.0,137.0
3. LAB,2025,0356U,NATIONAL,,2025-01-01,Onc orop/anal 17 dna ddpcr,CLFS 2025 Q1V1.csv,1800.0,1800.0
3. LAB,2025,0358U,NATIONAL,,2025-01-01,Neuro alys b-amyl 1-42&1-40,CLFS 2025 Q1V1.csv,260.5,260.5
3. LAB,2025,0359U,NATIONAL,,2025-01-01,Onc prst8 ca alys all psa,CLFS 2025 Q1V1.csv,760.0,760.0
3. LAB,2025,0360U,NATIONAL,,2025-01-01,Onc lung elisa 7 autoant alg,CLFS 2025 Q1V1.csv,782.93,782.93
3. LAB,2025,0361U,NATIONAL,,2025-01-01,Neurflmnt lt chn dig ia quan,CLFS 2025 Q1V1.csv,116.23,116.23
3. LAB,2025,0362U,NATIONAL,,2025-01-01,Onc pap thyr ca rna 82&10,CLFS 2025 Q1V1.csv,3600.0,3600.0
3. LAB,2025,0363U,NATIONAL,,2025-01-01,Onc urthl mrna 5 gen alg,CLFS 2025 Q1V1.csv,760.0,760.0
3. LAB,2025,0364U,NATIONAL,,2025-01-01,Onc hl neo gen seq alys alg,CLFS 2025 Q1V1.csv,2007.25,2007.25
3. LAB,2025,0365U,NATIONAL,,2025-01-01,Onc bldr 10 ur hrbr urthl ca,CLFS 2025 Q1V1.csv,897.0,897.0
3. LAB,2025,0366U,NATIONAL,,2025-01-01,Onc bldr 10 prb recr bldr ca,CLFS 2025 Q1V1.csv,897.0,897.0
3. LAB,2025,0367U,NATIONAL,,2025-01-01,Onc bldr 10 flwg trurl rescj,CLFS 2025 Q1V1.csv,902.18,902.18
3. LAB,2025,0368U,NATIONAL,,2025-01-01,Onc clrct ca mut&mthyltn mrk,CLFS 2025 Q1V1.csv,416.78,416.78
3. LAB,2025,0369U,NATIONAL,,2025-01-01,Iadna gi pthgn 31 org&21 arg,CLFS 2025 Q1V1.csv,416.78,416.78
3. LAB,2025,0370U,NATIONAL,,2025-01-01,Iadna surg wnd pthgn 34&21,CLFS 2025 Q1V1.csv,416.78,416.78
3. LAB,2025,0371U,NATIONAL,,2025-01-01,Iadna gu pthgn semiq dna16&1,CLFS 2025 Q1V1.csv,416.78,416.78
3. LAB,2025,0372U,NATIONAL,,2025-01-01,Nfct ds gu pthgn arg detcj,CLFS 2025 Q1V1.csv,416.78,416.78
3. LAB,2025,0373U,NATIONAL,,2025-01-01,Iadna rsp tr nfct 17 8 13&16,CLFS 2025 Q1V1.csv,416.78,416.78
3. LAB,2025,0374U,NATIONAL,,2025-01-01,Iadna gu pthgn 21 org&21arg,CLFS 2025 Q1V1.csv,416.78,416.78
3. LAB,2025,0375U,NATIONAL,,2025-01-01,Onc ovrn bchm asy 7 prtn alg,CLFS 2025 Q1V1.csv,897.0,897.0
3. LAB,2025,0376U,NATIONAL,,2025-01-01,Onc prst8 ca img alys 128,CLFS 2025 Q1V1.csv,706.25,706.25
3. LAB,2025,0377U,NATIONAL,,2025-01-01,Cv ds quan advsrm/plsm lprtn,CLFS 2025 Q1V1.csv,47.58,47.58
3. LAB,2025,0378U,NATIONAL,,2025-01-01,Rfc1 repeat xpnsj vrnt alys,CLFS 2025 Q1V1.csv,137.0,137.0
3. LAB,2025,0379U,NATIONAL,,2025-01-01,Tgsap sl or neo dna523&rna55,CLFS 2025 Q1V1.csv,3288.51,3288.51
3. LAB,2025,0381U,NATIONAL,,2025-01-01,Maple syrup ur ds mntr quan,CLFS 2025 Q1V1.csv,44.12,44.12
3. LAB,2025,0382U,NATIONAL,,2025-01-01,Hyprphenylalninmia mntr quan,CLFS 2025 Q1V1.csv,51.64,51.64
3. LAB,2025,0383U,NATIONAL,,2025-01-01,Tyrosinemia typ i mntr quan,CLFS 2025 Q1V1.csv,52.05,52.05
3. LAB,2025,0384U,NATIONAL,,2025-01-01,Neph ckd rsk hi stg kdn ds,CLFS 2025 Q1V1.csv,750.0,750.0
3. LAB,2025,0385U,NATIONAL,,2025-01-01,Neph ckd alg rsk dbtc kdn ds,CLFS 2025 Q1V1.csv,390.75,390.75
3. LAB,2025,0387U,NATIONAL,,2025-01-01,Onc mlnma ambra1&amlo,CLFS 2025 Q1V1.csv,948.5,948.5
3. LAB,2025,0388U,NATIONAL,,2025-01-01,Onc nonsm cll lng ca 37 gen,CLFS 2025 Q1V1.csv,3500.0,3500.0
3. LAB,2025,0389U,NATIONAL,,2025-01-01,Ped fbrl kd ifi27&mcemp1 rna,CLFS 2025 Q1V1.csv,70.2,70.2
3. LAB,2025,0390U,NATIONAL,,2025-01-01,Ob pe kdr eng&rbp4 ia alg,CLFS 2025 Q1V1.csv,64.41,64.41
3. LAB,2025,0391U,NATIONAL,,2025-01-01,Onc sld tum dna&rna 437 gen,CLFS 2025 Q1V1.csv,3600.0,3600.0
3. LAB,2025,0392U,NATIONAL,,2025-01-01,Rx metab genrx ia 16 genes,CLFS 2025 Q1V1.csv,1336.09,1336.09
3. LAB,2025,0393U,NATIONAL,,2025-01-01,Neu prksn msfl a-syncln prtn,CLFS 2025 Q1V1.csv,540.99,540.99
3. LAB,2025,0394U,NATIONAL,,2025-01-01,Pfas 16 pfas compnd lc ms/ms,CLFS 2025 Q1V1.csv,198.74,198.74
3. LAB,2025,0395U,NATIONAL,,2025-01-01,Onc lng multiomics plsm alg,CLFS 2025 Q1V1.csv,797.45,797.45
3. LAB,2025,0398U,NATIONAL,,2025-01-01,Gi baret esph dna mthyln aly,CLFS 2025 Q1V1.csv,1755.0,1755.0
3. LAB,2025,0399U,NATIONAL,,2025-01-01,Neuro cere folate defncy srm,CLFS 2025 Q1V1.csv,300.0,300.0
3. LAB,2025,0400U,NATIONAL,,2025-01-01,Ob xpnd car scr 145 genes,CLFS 2025 Q1V1.csv,1456.88,1456.88
3. LAB,2025,0401U,NATIONAL,,2025-01-01,Crd c hrt ds 9 gen 12 vrnts,CLFS 2025 Q1V1.csv,489.68,489.68
3. LAB,2025,0402U,NATIONAL,,2025-01-01,Nfct agt sti mult amp prb tq,CLFS 2025 Q1V1.csv,142.63,142.63
3. LAB,2025,0403U,NATIONAL,,2025-01-01,Onc prst8 mrna 18 gen 1st ur,CLFS 2025 Q1V1.csv,760.0,760.0
3. LAB,2025,0404U,NATIONAL,,2025-01-01,Onc brst semiq meas thym kn,CLFS 2025 Q1V1.csv,322.96,322.96
3. LAB,2025,0405U,NATIONAL,,2025-01-01,Onc pncrtc 59 mthltn blk mrk,CLFS 2025 Q1V1.csv,1770.48,1770.48
3. LAB,2025,0406U,NATIONAL,,2025-01-01,Onc lung flow cytmtry 5 mrk,CLFS 2025 Q1V1.csv,760.0,760.0
3. LAB,2025,0407U,NATIONAL,,2025-01-01,Neph dbtc ckd mult eclia alg,CLFS 2025 Q1V1.csv,950.0,950.0
3. LAB,2025,0408U,NATIONAL,,2025-01-01,Iaad blk ac wv bsnsr sarscv2,CLFS 2025 Q1V1.csv,14.13,14.13
3. LAB,2025,0409U,NATIONAL,,2025-01-01,Onc sld tum dna 80 & rna 36,CLFS 2025 Q1V1.csv,2919.6,2919.6
3. LAB,2025,0410U,NATIONAL,,2025-01-01,Onc pncrtc dna whl gn seq 5-,CLFS 2025 Q1V1.csv,1160.0,1160.0
3. LAB,2025,0411U,NATIONAL,,2025-01-01,Psyc genom alys pnl 15 gen,CLFS 2025 Q1V1.csv,1336.09,1336.09
3. LAB,2025,0412U,NATIONAL,,2025-01-01,Beta amyloid ab42/40 imprcip,CLFS 2025 Q1V1.csv,750.0,750.0
3. LAB,2025,0413U,NATIONAL,,2025-01-01,Onc hl neo opt gen mapg dna,CLFS 2025 Q1V1.csv,1263.53,1263.53
3. LAB,2025,0414U,NATIONAL,,2025-01-01,Onc lng aug alg aly whl sld8,CLFS 2025 Q1V1.csv,706.25,706.25
3. LAB,2025,0415U,NATIONAL,,2025-01-01,Cv ds acs bld alg 5 yr score,CLFS 2025 Q1V1.csv,390.75,390.75
3. LAB,2025,0417U,NATIONAL,,2025-01-01,Rare ds alys 335 nuc genes,CLFS 2025 Q1V1.csv,2842.53,2842.53
3. LAB,2025,0418U,NATIONAL,,2025-01-01,Onc brst aug alg aly whl sl8,CLFS 2025 Q1V1.csv,706.25,706.25
3. LAB,2025,0419U,NATIONAL,,2025-01-01,Nrpsyc gen seq vrnt aly 13,CLFS 2025 Q1V1.csv,1336.09,1336.09
3. LAB,2025,0420U,NATIONAL,,2025-01-01,Onc urthl mrna xprsn 6 snp,CLFS 2025 Q1V1.csv,0.0,0.0
3. LAB,2025,0421U,NATIONAL,,2025-01-01,Onc clrct scr sgl amp 8 rna,CLFS 2025 Q1V1.csv,508.87,508.87
3. LAB,2025,0422U,NATIONAL,,2025-01-01,Onc pan solid tum alys dna,CLFS 2025 Q1V1.csv,0.0,0.0
3. LAB,2025,0423U,NATIONAL,,2025-01-01,Psyc genomic alys pnl 26 gen,CLFS 2025 Q1V1.csv,416.78,416.78
3. LAB,2025,0424U,NATIONAL,,2025-01-01,Onc prst8 xom alys 53 sncrna,CLFS 2025 Q1V1.csv,760.0,760.0
3. LAB,2025,0425U,NATIONAL,,2025-01-01,Genom rpd seq alys ea cmprtr,CLFS 2025 Q1V1.csv,0.0,0.0
3. LAB,2025,0426U,NATIONAL,,2025-01-01,Genome ultra-rapid seq alys,CLFS 2025 Q1V1.csv,0.0,0.0
