CMS SCHEDULE,YEAR,EFF_DATE,HCPCS,MOD,SHORTDESC,GEOGRAPHY,FILE_NAME,NF RATE,F RATE
4. DME,2025,2025-01-01,A5500,,Diab shoe for density insert,OR (NR),DMEPOS_JAN.csv,88.85,88.85
4. DME,2025,2025-01-01,A5501,,Diabetic custom molded shoe,OR (NR),DMEPOS_JAN.csv,266.47,266.47
4. DME,2025,2025-01-01,A5503,,Diabetic shoe w/roller/rockr,OR (NR),DMEPOS_JAN.csv,45.26,45.26
4. DME,2025,2025-01-01,A5504,,Diabetic shoe with wedge,OR (NR),DMEPOS_JAN.csv,45.26,45.26
4. DME,2025,2025-01-01,A5505,,Diab shoe w/metatarsal bar,OR (NR),DMEPOS_JAN.csv,45.26,45.26
4. DME,2025,2025-01-01,A5506,,Diabetic shoe w/off set heel,OR (NR),DMEPOS_JAN.csv,45.26,45.26
4. DME,2025,2025-01-01,A5507,,Modification diabetic shoe,OR (NR),DMEPOS_JAN.csv,45.26,45.26
4. DME,2025,2025-01-01,A5512,,Multi den insert direct form,OR (NR),DMEPOS_JAN.csv,36.24,36.24
4. DME,2025,2025-01-01,A5513,,Multi den insert custom mold,OR (NR),DMEPOS_JAN.csv,54.08,54.08
4. DME,2025,2025-01-01,A5514,,Mult den insert dir carv/cam,OR (NR),DMEPOS_JAN.csv,54.08,54.08
4. DME,2025,2025-01-01,A6010,,Collagen based wound filler,OR (NR),DMEPOS_JAN.csv,43.27,43.27
4. DME,2025,2025-01-01,A6011,,Collagen gel/paste wound fil,OR (NR),DMEPOS_JAN.csv,3.19,3.19
4. DME,2025,2025-01-01,A6021,,Collagen dressing <=16 sq in,OR (NR),DMEPOS_JAN.csv,29.38,29.38
4. DME,2025,2025-01-01,A6022,,Collagen drsg>16<=48 sq in,OR (NR),DMEPOS_JAN.csv,29.38,29.38
4. DME,2025,2025-01-01,A6023,,Collagen dressing >48 sq in,OR (NR),DMEPOS_JAN.csv,265.9,265.9
4. DME,2025,2025-01-01,A6024,,Collagen dsg wound filler,OR (NR),DMEPOS_JAN.csv,8.64,8.64
4. DME,2025,2025-01-01,A6154,,Wound pouch each,OR (NR),DMEPOS_JAN.csv,20.07,20.07
4. DME,2025,2025-01-01,A6196,,Alginate dressing <=16 sq in,OR (NR),DMEPOS_JAN.csv,10.28,10.28
4. DME,2025,2025-01-01,A6197,,Alginate drsg >16 <=48 sq in,OR (NR),DMEPOS_JAN.csv,22.98,22.98
4. DME,2025,2025-01-01,A6199,,Alginate drsg wound filler,OR (NR),DMEPOS_JAN.csv,7.37,7.37
4. DME,2025,2025-01-01,A6203,,Composite drsg <= 16 sq in,OR (NR),DMEPOS_JAN.csv,4.71,4.71
4. DME,2025,2025-01-01,A6204,,Composite drsg >16<=48 sq in,OR (NR),DMEPOS_JAN.csv,8.69,8.69
4. DME,2025,2025-01-01,A6207,,Contact layer >16<= 48 sq in,OR (NR),DMEPOS_JAN.csv,10.26,10.26
4. DME,2025,2025-01-01,A6209,,Foam drsg <=16 sq in w/o bdr,OR (NR),DMEPOS_JAN.csv,10.44,10.44
4. DME,2025,2025-01-01,A6210,,Foam drg >16<=48 sq in w/o b,OR (NR),DMEPOS_JAN.csv,27.84,27.84
4. DME,2025,2025-01-01,A6211,,Foam drg > 48 sq in w/o brdr,OR (NR),DMEPOS_JAN.csv,41.04,41.04
4. DME,2025,2025-01-01,A6212,,Foam drg <=16 sq in w/border,OR (NR),DMEPOS_JAN.csv,13.57,13.57
4. DME,2025,2025-01-01,A6214,,Foam drg > 48 sq in w/border,OR (NR),DMEPOS_JAN.csv,14.39,14.39
4. DME,2025,2025-01-01,A6216,,Non-sterile gauze<=16 sq in,OR (NR),DMEPOS_JAN.csv,0.05,0.05
4. DME,2025,2025-01-01,A6217,,Non-sterile gauze>16<=48 sq,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6219,,Gauze <= 16 sq in w/border,OR (NR),DMEPOS_JAN.csv,1.33,1.33
4. DME,2025,2025-01-01,A6220,,Gauze >16 <=48 sq in w/bordr,OR (NR),DMEPOS_JAN.csv,3.62,3.62
4. DME,2025,2025-01-01,A6222,,Gauze <=16 in no w/sal w/o b,OR (NR),DMEPOS_JAN.csv,2.98,2.98
4. DME,2025,2025-01-01,A6223,,Gauze >16<=48 no w/sal w/o b,OR (NR),DMEPOS_JAN.csv,3.39,3.39
4. DME,2025,2025-01-01,A6224,,Gauze > 48 in no w/sal w/o b,OR (NR),DMEPOS_JAN.csv,5.03,5.03
4. DME,2025,2025-01-01,A6229,,Gauze >16<=48 sq in watr/sal,OR (NR),DMEPOS_JAN.csv,5.03,5.03
4. DME,2025,2025-01-01,A6231,,Hydrogel dsg<=16 sq in,OR (NR),DMEPOS_JAN.csv,6.55,6.55
4. DME,2025,2025-01-01,A6232,,Hydrogel dsg>16<=48 sq in,OR (NR),DMEPOS_JAN.csv,9.59,9.59
4. DME,2025,2025-01-01,A6233,,Hydrogel dressing >48 sq in,OR (NR),DMEPOS_JAN.csv,26.79,26.79
4. DME,2025,2025-01-01,A6234,,Hydrocolld drg <=16 w/o bdr,OR (NR),DMEPOS_JAN.csv,9.15,9.15
4. DME,2025,2025-01-01,A6235,,Hydrocolld drg >16<=48 w/o b,OR (NR),DMEPOS_JAN.csv,23.5,23.5
4. DME,2025,2025-01-01,A6236,,Hydrocolld drg > 48 in w/o b,OR (NR),DMEPOS_JAN.csv,38.07,38.07
4. DME,2025,2025-01-01,A6237,,Hydrocolld drg <=16 in w/bdr,OR (NR),DMEPOS_JAN.csv,11.05,11.05
4. DME,2025,2025-01-01,A6238,,Hydrocolld drg >16<=48 w/bdr,OR (NR),DMEPOS_JAN.csv,31.86,31.86
4. DME,2025,2025-01-01,A6240,,Hydrocolld drg filler paste,OR (NR),DMEPOS_JAN.csv,17.11,17.11
4. DME,2025,2025-01-01,A6241,,Hydrocolloid drg filler dry,OR (NR),DMEPOS_JAN.csv,3.59,3.59
4. DME,2025,2025-01-01,A6242,,Hydrogel drg <=16 in w/o bdr,OR (NR),DMEPOS_JAN.csv,8.46,8.46
4. DME,2025,2025-01-01,A6243,,Hydrogel drg >16<=48 w/o bdr,OR (NR),DMEPOS_JAN.csv,17.22,17.22
4. DME,2025,2025-01-01,A6244,,Hydrogel drg >48 in w/o bdr,OR (NR),DMEPOS_JAN.csv,54.89,54.89
4. DME,2025,2025-01-01,A6245,,Hydrogel drg <= 16 in w/bdr,OR (NR),DMEPOS_JAN.csv,10.16,10.16
4. DME,2025,2025-01-01,A6246,,Hydrogel drg >16<=48 in w/b,OR (NR),DMEPOS_JAN.csv,13.88,13.88
4. DME,2025,2025-01-01,A6247,,Hydrogel drg > 48 sq in w/b,OR (NR),DMEPOS_JAN.csv,33.23,33.23
4. DME,2025,2025-01-01,A6248,,Hydrogel drsg gel filler,OR (NR),DMEPOS_JAN.csv,22.7,22.7
4. DME,2025,2025-01-01,A6251,,Absorpt drg <=16 sq in w/o b,OR (NR),DMEPOS_JAN.csv,2.78,2.78
4. DME,2025,2025-01-01,A6252,,Absorpt drg >16 <=48 w/o bdr,OR (NR),DMEPOS_JAN.csv,4.55,4.55
4. DME,2025,2025-01-01,A6253,,Absorpt drg > 48 sq in w/o b,OR (NR),DMEPOS_JAN.csv,8.85,8.85
4. DME,2025,2025-01-01,A6254,,Absorpt drg <=16 sq in w/bdr,OR (NR),DMEPOS_JAN.csv,1.67,1.67
4. DME,2025,2025-01-01,A6255,,Absorpt drg >16<=48 in w/bdr,OR (NR),DMEPOS_JAN.csv,4.25,4.25
4. DME,2025,2025-01-01,A6257,,Transparent film <= 16 sq in,OR (NR),DMEPOS_JAN.csv,2.14,2.14
4. DME,2025,2025-01-01,A6258,,Transparent film >16<=48 in,OR (NR),DMEPOS_JAN.csv,6.02,6.02
4. DME,2025,2025-01-01,A6259,,Transparent film > 48 sq in,OR (NR),DMEPOS_JAN.csv,15.28,15.28
4. DME,2025,2025-01-01,A6266,,Impreg gauze no h20/sal/yard,OR (NR),DMEPOS_JAN.csv,2.67,2.67
4. DME,2025,2025-01-01,A6402,,Sterile gauze <= 16 sq in,OR (NR),DMEPOS_JAN.csv,0.15,0.15
4. DME,2025,2025-01-01,A6403,,Sterile gauze>16 <= 48 sq in,OR (NR),DMEPOS_JAN.csv,0.57,0.57
4. DME,2025,2025-01-01,A6407,,"Packing strips, non-impreg",OR (NR),DMEPOS_JAN.csv,2.61,2.61
4. DME,2025,2025-01-01,A6410,,Sterile eye pad,OR (NR),DMEPOS_JAN.csv,0.52,0.52
4. DME,2025,2025-01-01,A6411,,Non-sterile eye pad,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6441,,"Pad band w>=3"" <5""/yd",OR (NR),DMEPOS_JAN.csv,0.95,0.95
4. DME,2025,2025-01-01,A6442,,"Conform band n/s w<3""/yd",OR (NR),DMEPOS_JAN.csv,0.23,0.23
4. DME,2025,2025-01-01,A6443,,"Conform band n/s w>=3""<5""/yd",OR (NR),DMEPOS_JAN.csv,0.39,0.39
4. DME,2025,2025-01-01,A6444,,"Conform band n/s w>=5""/yd",OR (NR),DMEPOS_JAN.csv,0.78,0.78
4. DME,2025,2025-01-01,A6445,,"Conform band s w <3""/yd",OR (NR),DMEPOS_JAN.csv,0.44,0.44
4. DME,2025,2025-01-01,A6446,,"Conform band s w>=3"" <5""/yd",OR (NR),DMEPOS_JAN.csv,0.54,0.54
4. DME,2025,2025-01-01,A6447,,"Conform band s w >=5""/yd",OR (NR),DMEPOS_JAN.csv,0.95,0.95
4. DME,2025,2025-01-01,A6448,,"Lt compres band <3""/yd",OR (NR),DMEPOS_JAN.csv,1.61,1.61
4. DME,2025,2025-01-01,A6449,,"Lt compres band >=3"" <5""/yd",OR (NR),DMEPOS_JAN.csv,2.45,2.45
4. DME,2025,2025-01-01,A6450,,"Lt compres band >=5""/yd",OR (NR),DMEPOS_JAN.csv,2.45,2.45
4. DME,2025,2025-01-01,A6451,,"Mod compres band w>=3""<5""/yd",OR (NR),DMEPOS_JAN.csv,2.45,2.45
4. DME,2025,2025-01-01,A6452,,"High compres band w>=3""<5""yd",OR (NR),DMEPOS_JAN.csv,8.24,8.24
4. DME,2025,2025-01-01,A6453,,"Self-adher band w <3""/yd",OR (NR),DMEPOS_JAN.csv,0.88,0.88
4. DME,2025,2025-01-01,A6454,,"Self-adher band w>=3"" <5""/yd",OR (NR),DMEPOS_JAN.csv,1.1,1.1
4. DME,2025,2025-01-01,A6455,,"Self-adher band >=5""/yd",OR (NR),DMEPOS_JAN.csv,1.95,1.95
4. DME,2025,2025-01-01,A6456,,"Zinc paste band w >=3""<5""/yd",OR (NR),DMEPOS_JAN.csv,1.75,1.75
4. DME,2025,2025-01-01,A6457,,Tubular dressing,OR (NR),DMEPOS_JAN.csv,1.59,1.59
4. DME,2025,2025-01-01,A6501,,Compres burngarment bodysuit,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6502,,Compres burngarment chinstrp,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6503,,Compres burngarment facehood,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6504,,Cmprsburngarment glove-wrist,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6505,,Cmprsburngarment glove-elbow,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6506,,Cmprsburngrmnt glove-axilla,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6507,,Cmprs burngarment foot-knee,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6508,,Cmprs burngarment foot-thigh,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6509,,Compres burn garment jacket,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6510,,Compres burn garment leotard,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6511,,Compres burn garment panty,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6513,,Compress burn mask face/neck,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A6520,,G com garmnt glove nghttime,OR (NR),DMEPOS_JAN.csv,123.13,123.13
4. DME,2025,2025-01-01,A6521,,G com garmnt glove nght cust,OR (NR),DMEPOS_JAN.csv,488.56,488.56
4. DME,2025,2025-01-01,A6522,,G com garment arm nighttime,OR (NR),DMEPOS_JAN.csv,299.18,299.18
4. DME,2025,2025-01-01,A6523,,G com garment arm nght custm,OR (NR),DMEPOS_JAN.csv,709.85,709.85
4. DME,2025,2025-01-01,A6524,,G com garmnt lwr leg/ft nght,OR (NR),DMEPOS_JAN.csv,373.26,373.26
4. DME,2025,2025-01-01,A6525,,G com garm lwrleg/ft ngt cus,OR (NR),DMEPOS_JAN.csv,753.55,753.55
4. DME,2025,2025-01-01,A6526,,G com garmt full leg/ft nght,OR (NR),DMEPOS_JAN.csv,674.84,674.84
4. DME,2025,2025-01-01,A6527,,G garmt full leg/ft nght cus,OR (NR),DMEPOS_JAN.csv,1240.94,1240.94
4. DME,2025,2025-01-01,A6528,,G com garment bra nighttime,OR (NR),DMEPOS_JAN.csv,648.9,648.9
4. DME,2025,2025-01-01,A6529,,G com garmt bra night custm,OR (NR),DMEPOS_JAN.csv,1025.37,1025.37
4. DME,2025,2025-01-01,A6530,,Compression stocking bk18-30,OR (NR),DMEPOS_JAN.csv,38.04,38.04
4. DME,2025,2025-01-01,A6531,,Compress stking bk30-40 surg,OR (NR),DMEPOS_JAN.csv,60.45,60.45
4. DME,2025,2025-01-01,A6532,,Compress stking bk40-50 surg,OR (NR),DMEPOS_JAN.csv,85.18,85.18
4. DME,2025,2025-01-01,A6533,,Gc stocking thighlngth 18-30,OR (NR),DMEPOS_JAN.csv,53.42,53.42
4. DME,2025,2025-01-01,A6534,,Gc stocking thighlngth 30-40,OR (NR),DMEPOS_JAN.csv,61.0,61.0
4. DME,2025,2025-01-01,A6535,,Gc stocking thighlngth 40+,OR (NR),DMEPOS_JAN.csv,70.23,70.23
4. DME,2025,2025-01-01,A6536,,Gc stocking full lngth 18-30,OR (NR),DMEPOS_JAN.csv,72.01,72.01
4. DME,2025,2025-01-01,A6537,,Gc stocking full lngth 30-40,OR (NR),DMEPOS_JAN.csv,85.37,85.37
4. DME,2025,2025-01-01,A6538,,Gc stocking full lngth 40+,OR (NR),DMEPOS_JAN.csv,99.95,99.95
4. DME,2025,2025-01-01,A6539,,Gc stocking waistlngth 18-30,OR (NR),DMEPOS_JAN.csv,95.29,95.29
4. DME,2025,2025-01-01,A6540,,Gc stocking waistlngth 30-40,OR (NR),DMEPOS_JAN.csv,113.61,113.61
4. DME,2025,2025-01-01,A6541,,Gc stocking waistlngth 40+,OR (NR),DMEPOS_JAN.csv,134.58,134.58
4. DME,2025,2025-01-01,A6545,,Grad com non-elastic bk surg,OR (NR),DMEPOS_JAN.csv,119.03,119.03
4. DME,2025,2025-01-01,A6550,,Neg pres wound ther drsg set,OR (NR),DMEPOS_JAN.csv,30.49,30.49
4. DME,2025,2025-01-01,A6552,,Grad com stocking bk 30-40,OR (NR),DMEPOS_JAN.csv,56.45,56.45
4. DME,2025,2025-01-01,A6553,,G com stcking bk 30-40 custm,OR (NR),DMEPOS_JAN.csv,220.43,220.43
4. DME,2025,2025-01-01,A6554,,Grad com stocking bk 40+,OR (NR),DMEPOS_JAN.csv,77.62,77.62
4. DME,2025,2025-01-01,A6555,,G com stcking bk 40+ custm,OR (NR),DMEPOS_JAN.csv,220.43,220.43
4. DME,2025,2025-01-01,A6556,,G com stcking thgh18-30 cust,OR (NR),DMEPOS_JAN.csv,302.09,302.09
4. DME,2025,2025-01-01,A6557,,G com stcking thgh30-40 cust,OR (NR),DMEPOS_JAN.csv,302.09,302.09
4. DME,2025,2025-01-01,A6558,,G com stcking thgh 40+ cust,OR (NR),DMEPOS_JAN.csv,311.75,311.75
4. DME,2025,2025-01-01,A6562,,G com stckng waist18-30 cust,OR (NR),DMEPOS_JAN.csv,988.68,988.68
4. DME,2025,2025-01-01,A6563,,G com stckng waist30-40 cust,OR (NR),DMEPOS_JAN.csv,988.68,988.68
4. DME,2025,2025-01-01,A6564,,G com stckng waist 40+ cust,OR (NR),DMEPOS_JAN.csv,1065.02,1065.02
4. DME,2025,2025-01-01,A6565,,Grad comp gauntlet custom,OR (NR),DMEPOS_JAN.csv,170.84,170.84
4. DME,2025,2025-01-01,A6566,,Grad com garment neck/head,OR (NR),DMEPOS_JAN.csv,248.05,248.05
4. DME,2025,2025-01-01,A6567,,G com garment neck/head cust,OR (NR),DMEPOS_JAN.csv,779.38,779.38
4. DME,2025,2025-01-01,A6568,,G com garment torso/shldr,OR (NR),DMEPOS_JAN.csv,161.89,161.89
4. DME,2025,2025-01-01,A6569,,G com garmnt torso/shdr cust,OR (NR),DMEPOS_JAN.csv,921.85,921.85
4. DME,2025,2025-01-01,A6570,,Grad com garment genital,OR (NR),DMEPOS_JAN.csv,110.3,110.3
4. DME,2025,2025-01-01,A6571,,G com garment genital custm,OR (NR),DMEPOS_JAN.csv,662.94,662.94
4. DME,2025,2025-01-01,A6572,,Grad com garment toe caps,OR (NR),DMEPOS_JAN.csv,102.35,102.35
4. DME,2025,2025-01-01,A6573,,Grad com garmnt toe cap cust,OR (NR),DMEPOS_JAN.csv,242.87,242.87
4. DME,2025,2025-01-01,A6574,,Custom gradient sleev/glov,OR (NR),DMEPOS_JAN.csv,309.63,309.63
4. DME,2025,2025-01-01,A6575,,Gradient comp sleev/glov,OR (NR),DMEPOS_JAN.csv,100.34,100.34
4. DME,2025,2025-01-01,A6576,,Custom grad com sleeve med,OR (NR),DMEPOS_JAN.csv,190.03,190.03
4. DME,2025,2025-01-01,A6577,,Custom grad cm sleeve heavy,OR (NR),DMEPOS_JAN.csv,157.28,157.28
4. DME,2025,2025-01-01,A6578,,Gradient comp sleeve,OR (NR),DMEPOS_JAN.csv,77.46,77.46
4. DME,2025,2025-01-01,A6579,,Custom grad com glove med,OR (NR),DMEPOS_JAN.csv,305.02,305.02
4. DME,2025,2025-01-01,A6580,,Custom grad com glove heavy,OR (NR),DMEPOS_JAN.csv,302.78,302.78
4. DME,2025,2025-01-01,A6581,,Gradient comp glove,OR (NR),DMEPOS_JAN.csv,71.07,71.07
4. DME,2025,2025-01-01,A6582,,Gradient comp gauntlet,OR (NR),DMEPOS_JAN.csv,47.4,47.4
4. DME,2025,2025-01-01,A6583,,Grad com wrap w straps bk,OR (NR),DMEPOS_JAN.csv,155.92,155.92
4. DME,2025,2025-01-01,A6585,,Grad com wrap w straps ak,OR (NR),DMEPOS_JAN.csv,184.62,184.62
4. DME,2025,2025-01-01,A6586,,Grad com wrap w straps leg,OR (NR),DMEPOS_JAN.csv,543.9,543.9
4. DME,2025,2025-01-01,A6587,,Grad com wrap w straps foot,OR (NR),DMEPOS_JAN.csv,71.25,71.25
4. DME,2025,2025-01-01,A6588,,Grad com wrap w straps arm,OR (NR),DMEPOS_JAN.csv,237.46,237.46
4. DME,2025,2025-01-01,A6589,,Grad com wrap w straps bra,OR (NR),DMEPOS_JAN.csv,93.74,93.74
4. DME,2025,2025-01-01,A6590,,urinary cath disp suc pump,OR (NR),DMEPOS_JAN.csv,414.0,414.0
4. DME,2025,2025-01-01,A6591,,Urinary cath suc pump,OR (NR),DMEPOS_JAN.csv,88.86,88.86
4. DME,2025,2025-01-01,A6594,,G comp bandge liner lwr extr,OR (NR),DMEPOS_JAN.csv,34.13,34.13
4. DME,2025,2025-01-01,A6595,,G comp bandge liner upr extr,OR (NR),DMEPOS_JAN.csv,33.57,33.57
4. DME,2025,2025-01-01,A6596,,G comp bandge conform gauze,OR (NR),DMEPOS_JAN.csv,0.18,0.18
4. DME,2025,2025-01-01,A6597,,G comp bandage long stretch,OR (NR),DMEPOS_JAN.csv,1.51,1.51
4. DME,2025,2025-01-01,A6598,,G comp bandage med stretch,OR (NR),DMEPOS_JAN.csv,0.73,0.73
4. DME,2025,2025-01-01,A6599,,G comp bandage short stretch,OR (NR),DMEPOS_JAN.csv,1.66,1.66
4. DME,2025,2025-01-01,A6600,,G com bandge hgh dn foam sht,OR (NR),DMEPOS_JAN.csv,2.99,2.99
4. DME,2025,2025-01-01,A6601,,G com bandge hgh dn foam pad,OR (NR),DMEPOS_JAN.csv,3.36,3.36
4. DME,2025,2025-01-01,A6602,,G com bandge hgh dn foamroll,OR (NR),DMEPOS_JAN.csv,4.9,4.9
4. DME,2025,2025-01-01,A6603,,G com bandge low dn foamchnl,OR (NR),DMEPOS_JAN.csv,2.3,2.3
4. DME,2025,2025-01-01,A6604,,G com bandge low dn foam flt,OR (NR),DMEPOS_JAN.csv,1.34,1.34
4. DME,2025,2025-01-01,A6605,,G com bandage padded foam,OR (NR),DMEPOS_JAN.csv,1.53,1.53
4. DME,2025,2025-01-01,A6606,,G com bandage padded textile,OR (NR),DMEPOS_JAN.csv,4.55,4.55
4. DME,2025,2025-01-01,A6607,,G com bandage tub protct lyr,OR (NR),DMEPOS_JAN.csv,1.22,1.22
4. DME,2025,2025-01-01,A6608,,G com bandage tub protct pad,OR (NR),DMEPOS_JAN.csv,5.07,5.07
4. DME,2025,2025-01-01,A6610,,G com stcking bk 18-30 custm,OR (NR),DMEPOS_JAN.csv,220.43,220.43
4. DME,2025,2025-01-01,A7000,,Disposable canister for pump,OR (NR),DMEPOS_JAN.csv,10.1,10.1
4. DME,2025,2025-01-01,A7000,NUKE,Disposable canister for pump,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,A7001,,Nondisposable pump canister,OR (NR),DMEPOS_JAN.csv,46.21,46.21
4. DME,2025,2025-01-01,A7002,,Tubing used w suction pump,OR (NR),DMEPOS_JAN.csv,5.36,5.36
4. DME,2025,2025-01-01,A7003,,Nebulizer administration set,OR (NR),DMEPOS_JAN.csv,1.86,1.86
4. DME,2025,2025-01-01,A7004,,Disposable nebulizer sml vol,OR (NR),DMEPOS_JAN.csv,1.54,1.54
4. DME,2025,2025-01-01,A7005,,Nondisposable nebulizer set,OR (NR),DMEPOS_JAN.csv,11.46,11.46
4. DME,2025,2025-01-01,A7006,,Filtered nebulizer admin set,OR (NR),DMEPOS_JAN.csv,7.98,7.98
4. DME,2025,2025-01-01,A7007,,Lg vol nebulizer disposable,OR (NR),DMEPOS_JAN.csv,3.38,3.38
4. DME,2025,2025-01-01,A7008,,Disposable nebulizer prefill,OR (NR),DMEPOS_JAN.csv,15.36,15.36
4. DME,2025,2025-01-01,A7009,,Nebulizer reservoir bottle,OR (NR),DMEPOS_JAN.csv,58.76,58.76
4. DME,2025,2025-01-01,A7010,,Disposable corrugated tubing,OR (NR),DMEPOS_JAN.csv,18.12,18.12
4. DME,2025,2025-01-01,A7012,,Nebulizer water collec devic,OR (NR),DMEPOS_JAN.csv,3.37,3.37
4. DME,2025,2025-01-01,A7013,,Disposable compressor filter,OR (NR),DMEPOS_JAN.csv,0.66,0.66
4. DME,2025,2025-01-01,A7014,,Compressor nondispos filter,OR (NR),DMEPOS_JAN.csv,3.79,3.79
4. DME,2025,2025-01-01,A7015,,Aerosol mask used w nebulize,OR (NR),DMEPOS_JAN.csv,1.42,1.42
4. DME,2025,2025-01-01,A7016,,Nebulizer dome & mouthpiece,OR (NR),DMEPOS_JAN.csv,10.14,10.14
4. DME,2025,2025-01-01,A7017,,Nebulizer not used w oxygen,OR (NR),DMEPOS_JAN.csv,138.32,138.32
4. DME,2025,2025-01-01,A7017,,Nebulizer not used w oxygen,OR (NR),DMEPOS_JAN.csv,13.83,13.83
4. DME,2025,2025-01-01,A7017,,Nebulizer not used w oxygen,OR (NR),DMEPOS_JAN.csv,103.74,103.74
4. DME,2025,2025-01-01,A7018,,Water distilled w/nebulizer,OR (NR),DMEPOS_JAN.csv,0.38,0.38
4. DME,2025,2025-01-01,A7020,,"Interface, cough stim device",OR (NR),DMEPOS_JAN.csv,19.48,19.48
4. DME,2025,2025-01-01,A7021,,Suppl and access lung expan,OR (NR),DMEPOS_JAN.csv,132.71,132.71
4. DME,2025,2025-01-01,A7025,,Replace chest compress vest,OR (NR),DMEPOS_JAN.csv,60.77,60.77
4. DME,2025,2025-01-01,A7026,,Replace chst cmprss sys hose,OR (NR),DMEPOS_JAN.csv,40.16,40.16
4. DME,2025,2025-01-01,A7027,,Combination oral/nasal mask,OR (NR),DMEPOS_JAN.csv,147.78,147.78
4. DME,2025,2025-01-01,A7028,,Repl oral cushion combo mask,OR (NR),DMEPOS_JAN.csv,40.63,40.63
4. DME,2025,2025-01-01,A7029,,Repl nasal pillow comb mask,OR (NR),DMEPOS_JAN.csv,18.85,18.85
4. DME,2025,2025-01-01,A7030,,Cpap full face mask,OR (NR),DMEPOS_JAN.csv,106.64,106.64
4. DME,2025,2025-01-01,A7031,,Replacement facemask interfa,OR (NR),DMEPOS_JAN.csv,41.05,41.05
4. DME,2025,2025-01-01,A7032,,Replacement nasal cushion,OR (NR),DMEPOS_JAN.csv,23.15,23.15
4. DME,2025,2025-01-01,A7033,,Replacement nasal pillows,OR (NR),DMEPOS_JAN.csv,18.97,18.97
4. DME,2025,2025-01-01,A7034,,Nasal application device,OR (NR),DMEPOS_JAN.csv,67.12,67.12
4. DME,2025,2025-01-01,A7035,,Pos airway press headgear,OR (NR),DMEPOS_JAN.csv,22.51,22.51
4. DME,2025,2025-01-01,A7036,,Pos airway press chinstrap,OR (NR),DMEPOS_JAN.csv,13.34,13.34
4. DME,2025,2025-01-01,A7037,,Pos airway pressure tubing,OR (NR),DMEPOS_JAN.csv,15.23,15.23
4. DME,2025,2025-01-01,A7038,,Pos airway pressure filter,OR (NR),DMEPOS_JAN.csv,2.52,2.52
4. DME,2025,2025-01-01,A7039,,"Filter, non disposable w pap",OR (NR),DMEPOS_JAN.csv,7.44,7.44
4. DME,2025,2025-01-01,A7040,,One way chest drain valve,OR (NR),DMEPOS_JAN.csv,55.14,55.14
4. DME,2025,2025-01-01,A7041,,Water seal drain container,OR (NR),DMEPOS_JAN.csv,103.66,103.66
4. DME,2025,2025-01-01,A7044,,Pap oral interface,OR (NR),DMEPOS_JAN.csv,108.96,108.96
4. DME,2025,2025-01-01,A7045,,Repl exhalation port for pap,OR (NR),DMEPOS_JAN.csv,15.26,15.26
4. DME,2025,2025-01-01,A7045,,Repl exhalation port for pap,OR (NR),DMEPOS_JAN.csv,1.53,1.53
4. DME,2025,2025-01-01,A7045,,Repl exhalation port for pap,OR (NR),DMEPOS_JAN.csv,11.44,11.44
4. DME,2025,2025-01-01,A7046,,"Repl water chamber, pap dev",OR (NR),DMEPOS_JAN.csv,16.29,16.29
4. DME,2025,2025-01-01,A7047,,Resp suction oral interface,OR (NR),DMEPOS_JAN.csv,168.93,168.93
4. DME,2025,2025-01-01,A7048,,Vacuum drain bottle/tube kit,OR (NR),DMEPOS_JAN.csv,57.71,57.71
4. DME,2025,2025-01-01,A7501,,Tracheostoma valve w diaphra,OR (NR),DMEPOS_JAN.csv,146.73,146.73
4. DME,2025,2025-01-01,A7502,,Replacement diaphragm/fplate,OR (NR),DMEPOS_JAN.csv,69.75,69.75
4. DME,2025,2025-01-01,A7503,,Hmes filter holder or cap,OR (NR),DMEPOS_JAN.csv,15.85,15.85
4. DME,2025,2025-01-01,A7504,,Tracheostoma hmes filter,OR (NR),DMEPOS_JAN.csv,0.95,0.95
4. DME,2025,2025-01-01,A7505,,Hmes or trach valve housing,OR (NR),DMEPOS_JAN.csv,6.55,6.55
