CMS SCHEDULE,YEAR,EFF_DATE,GEOGRAPHY,HCPCS,SHORTDESC,FILE_NAME,NF RATE,F RATE
5. ASC,2025,2025-01-01,NATIONAL,10011,Fna bx w/mr gdn 1st les,January_2025_ASC_Addenda.xlsx,377.6,377.6
5. ASC,2025,2025-01-01,NATIONAL,10012,Fna bx w/mr gdn ea addl,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,10021,Fna bx w/o img gdn 1st les,January_2025_ASC_Addenda.xlsx,59.52,59.52
5. ASC,2025,2025-01-01,NATIONAL,10030,Img gid flu coll drg sft tis,January_2025_ASC_Addenda.xlsx,377.6,377.6
5. ASC,2025,2025-01-01,NATIONAL,10035,Plmt sft tiss loclzj dev 1st,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,10036,Plmt sft tiss loclzj dev ea,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,10040,Acne surgery,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,10060,I&d abscess simple/single,January_2025_ASC_Addenda.xlsx,80.54,80.54
5. ASC,2025,2025-01-01,NATIONAL,10061,I&d abscess comp/multiple,January_2025_ASC_Addenda.xlsx,119.36,119.36
5. ASC,2025,2025-01-01,NATIONAL,10080,I&d pilonidal cyst simple,January_2025_ASC_Addenda.xlsx,192.46,192.46
5. ASC,2025,2025-01-01,NATIONAL,10081,I&d pilonidal cyst comp,January_2025_ASC_Addenda.xlsx,231.6,231.6
5. ASC,2025,2025-01-01,NATIONAL,10120,Inc&rmvl fb subq tiss smpl,January_2025_ASC_Addenda.xlsx,102.86,102.86
5. ASC,2025,2025-01-01,NATIONAL,10121,Inc&rmvl fb subq tiss comp,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,10140,I&d hmtma seroma/fluid collj,January_2025_ASC_Addenda.xlsx,106.74,106.74
5. ASC,2025,2025-01-01,NATIONAL,10160,Pnxr aspir absc hmtma bulla,January_2025_ASC_Addenda.xlsx,80.87,80.87
5. ASC,2025,2025-01-01,NATIONAL,10180,I&d complex po wound infctj,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11000,Dbrdmt ecz/infected skin<10%,January_2025_ASC_Addenda.xlsx,36.23,36.23
5. ASC,2025,2025-01-01,NATIONAL,11001,Dbrdmt ecz/infct skn ea addl,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11010,Debride skin at fx site,January_2025_ASC_Addenda.xlsx,377.6,377.6
5. ASC,2025,2025-01-01,NATIONAL,11011,Debride skin musc at fx site,January_2025_ASC_Addenda.xlsx,377.6,377.6
5. ASC,2025,2025-01-01,NATIONAL,11012,Deb skin bone at fx site,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11042,Dbrdmt subq tis 1st 20sqcm/<,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,11043,Dbrdmt musc&/fsca 1st 20/<,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,11044,Dbrdmt bone 1st 20 sq cm/<,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,11045,Dbrdmt subq tiss each addl,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11046,Dbrdmt musc&/fsca ea addl,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11047,Dbrdmt bone each addl,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11055,Paring/cutg b9 hyprker les 1,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11056,Parng/cutg b9 hyprkr les 2-4,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11057,Parng/cutg b9 hyprkr les >4,January_2025_ASC_Addenda.xlsx,63.72,63.72
5. ASC,2025,2025-01-01,NATIONAL,11102,Tangntl bx skin single les,January_2025_ASC_Addenda.xlsx,72.46,72.46
5. ASC,2025,2025-01-01,NATIONAL,11103,Tangntl bx skin ea sep/addl,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11104,Punch bx skin single lesion,January_2025_ASC_Addenda.xlsx,89.28,89.28
5. ASC,2025,2025-01-01,NATIONAL,11105,Punch bx skin ea sep/addl,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11106,Incal bx skn single les,January_2025_ASC_Addenda.xlsx,111.6,111.6
5. ASC,2025,2025-01-01,NATIONAL,11107,Incal bx skn ea sep/addl,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11200,Rmvl skin tags up to&inc 15,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11201,Rmvl skin tags ea addl 10,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11300,Shave skin lesion 0.5 cm/<,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11301,Shave skin lesion 0.6-1.0 cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11302,Shave skin lesion 1.1-2.0 cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11303,Shave skin lesion >2.0 cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11305,Shave skin lesion 0.5 cm/<,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11306,Shave skin lesion 0.6-1.0 cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11307,Shave skin lesion 1.1-2.0 cm,January_2025_ASC_Addenda.xlsx,89.28,89.28
5. ASC,2025,2025-01-01,NATIONAL,11308,Shave skin lesion >2.0 cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11310,Shave skin lesion 0.5 cm/<,January_2025_ASC_Addenda.xlsx,81.84,81.84
5. ASC,2025,2025-01-01,NATIONAL,11311,Shave skin lesion 0.6-1.0 cm,January_2025_ASC_Addenda.xlsx,91.86,91.86
5. ASC,2025,2025-01-01,NATIONAL,11312,Shave skin lesion 1.1-2.0 cm,January_2025_ASC_Addenda.xlsx,102.86,102.86
5. ASC,2025,2025-01-01,NATIONAL,11313,Shave skin lesion >2.0 cm,January_2025_ASC_Addenda.xlsx,114.18,114.18
5. ASC,2025,2025-01-01,NATIONAL,11400,Exc tr-ext b9+marg 0.5 cm<,January_2025_ASC_Addenda.xlsx,90.89,90.89
5. ASC,2025,2025-01-01,NATIONAL,11401,Exc tr-ext b9+marg 0.6-1 cm,January_2025_ASC_Addenda.xlsx,104.48,104.48
5. ASC,2025,2025-01-01,NATIONAL,11402,Exc tr-ext b9+marg 1.1-2 cm,January_2025_ASC_Addenda.xlsx,114.18,114.18
5. ASC,2025,2025-01-01,NATIONAL,11403,Exc tr-ext b9+marg 2.1-3cm,January_2025_ASC_Addenda.xlsx,124.53,124.53
5. ASC,2025,2025-01-01,NATIONAL,11404,Exc tr-ext b9+marg 3.1-4 cm,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,11406,Exc tr-ext b9+marg >4.0 cm,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,11420,Exc h-f-nk-sp b9+marg 0.5/<,January_2025_ASC_Addenda.xlsx,85.72,85.72
5. ASC,2025,2025-01-01,NATIONAL,11421,Exc h-f-nk-sp b9+marg 0.6-1,January_2025_ASC_Addenda.xlsx,101.89,101.89
5. ASC,2025,2025-01-01,NATIONAL,11422,Exc h-f-nk-sp b9+marg 1.1-2,January_2025_ASC_Addenda.xlsx,113.21,113.21
5. ASC,2025,2025-01-01,NATIONAL,11423,Exc h-f-nk-sp b9+marg 2.1-3,January_2025_ASC_Addenda.xlsx,125.18,125.18
5. ASC,2025,2025-01-01,NATIONAL,11424,Exc h-f-nk-sp b9+marg 3.1-4,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,11426,Exc h-f-nk-sp b9+marg >4 cm,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11440,Exc face-mm b9+marg 0.5 cm/<,January_2025_ASC_Addenda.xlsx,100.27,100.27
5. ASC,2025,2025-01-01,NATIONAL,11441,Exc face-mm b9+marg 0.6-1 cm,January_2025_ASC_Addenda.xlsx,112.89,112.89
5. ASC,2025,2025-01-01,NATIONAL,11442,Exc face-mm b9+marg 1.1-2 cm,January_2025_ASC_Addenda.xlsx,123.24,123.24
5. ASC,2025,2025-01-01,NATIONAL,11443,Exc face-mm b9+marg 2.1-3 cm,January_2025_ASC_Addenda.xlsx,136.18,136.18
5. ASC,2025,2025-01-01,NATIONAL,11444,Exc face-mm b9+marg 3.1-4 cm,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,11446,Exc face-mm b9+marg >4 cm,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11450,Exc skn hdrdnt ax smpl/ntrm,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11451,Exc skn hdrdnt ax complex,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11462,Exc skn hdrdnt ing smpl/ntrm,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11463,Exc skn hdrdnt ing complex,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11470,Exc skn h/p/p/u smpl/ntrm,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11471,Exc skn h/p/p/u complex,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11600,Exc tr-ext mal+marg 0.5 cm/<,January_2025_ASC_Addenda.xlsx,131.65,131.65
5. ASC,2025,2025-01-01,NATIONAL,11601,Exc tr-ext mal+marg 0.6-1 cm,January_2025_ASC_Addenda.xlsx,146.53,146.53
5. ASC,2025,2025-01-01,NATIONAL,11602,Exc tr-ext mal+marg 1.1-2 cm,January_2025_ASC_Addenda.xlsx,156.23,156.23
5. ASC,2025,2025-01-01,NATIONAL,11603,Exc tr-ext mal+marg 2.1-3 cm,January_2025_ASC_Addenda.xlsx,168.85,168.85
5. ASC,2025,2025-01-01,NATIONAL,11604,Exc tr-ext mal+marg 3.1-4 cm,January_2025_ASC_Addenda.xlsx,377.6,377.6
5. ASC,2025,2025-01-01,NATIONAL,11606,Exc tr-ext mal+marg >4 cm,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,11620,Exc h-f-nk-sp mal+marg 0.5/<,January_2025_ASC_Addenda.xlsx,131.65,131.65
5. ASC,2025,2025-01-01,NATIONAL,11621,Exc s/n/h/f/g mal+mrg 0.6-1,January_2025_ASC_Addenda.xlsx,146.85,146.85
5. ASC,2025,2025-01-01,NATIONAL,11622,Exc s/n/h/f/g mal+mrg 1.1-2,January_2025_ASC_Addenda.xlsx,158.5,158.5
5. ASC,2025,2025-01-01,NATIONAL,11623,Exc s/n/h/f/g mal+mrg 2.1-3,January_2025_ASC_Addenda.xlsx,174.02,174.02
5. ASC,2025,2025-01-01,NATIONAL,11624,Exc s/n/h/f/g mal+mrg 3.1-4,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,11626,Exc s/n/h/f/g mal+mrg >4 cm,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11640,Exc f/e/e/n/l mal+mrg 0.5cm<,January_2025_ASC_Addenda.xlsx,136.18,136.18
5. ASC,2025,2025-01-01,NATIONAL,11641,Exc f/e/e/n/l mal+mrg 0.6-1,January_2025_ASC_Addenda.xlsx,150.73,150.73
5. ASC,2025,2025-01-01,NATIONAL,11642,Exc f/e/e/n/l mal+mrg 1.1-2,January_2025_ASC_Addenda.xlsx,164.97,164.97
5. ASC,2025,2025-01-01,NATIONAL,11643,Exc f/e/e/n/l mal+mrg 2.1-3,January_2025_ASC_Addenda.xlsx,180.82,180.82
5. ASC,2025,2025-01-01,NATIONAL,11644,Exc f/e/e/n/l mal+mrg 3.1-4,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,11646,Exc f/e/e/n/l mal+mrg >4 cm,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11719,Trim nail(s) any number,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11720,Debride nail 1-5,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11721,Debride nail 6 or more,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11730,Removal of nail plate,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11732,Remove nail plate add-on,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11740,Drain blood from under nail,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11750,Removal of nail bed,January_2025_ASC_Addenda.xlsx,99.95,99.95
5. ASC,2025,2025-01-01,NATIONAL,11755,Biopsy nail unit,January_2025_ASC_Addenda.xlsx,74.07,74.07
5. ASC,2025,2025-01-01,NATIONAL,11760,Repair of nail bed,January_2025_ASC_Addenda.xlsx,120.33,120.33
5. ASC,2025,2025-01-01,NATIONAL,11762,Reconstruction of nail bed,January_2025_ASC_Addenda.xlsx,174.67,174.67
5. ASC,2025,2025-01-01,NATIONAL,11765,Excision of nail fold toe,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11770,Remove pilonidal cyst simple,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11771,Remove pilonidal cyst exten,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11772,Remove pilonidal cyst compl,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11900,Inject skin lesions </w 7,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11901,Inject skin lesions >7,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11920,Correct skin color 6.0 cm/<,January_2025_ASC_Addenda.xlsx,132.94,132.94
5. ASC,2025,2025-01-01,NATIONAL,11921,Correct skn color 6.1-20.0cm,January_2025_ASC_Addenda.xlsx,139.74,139.74
5. ASC,2025,2025-01-01,NATIONAL,11922,Correct skin color ea 20.0cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11950,Tx contour defects 1 cc/<,January_2025_ASC_Addenda.xlsx,48.2,48.2
5. ASC,2025,2025-01-01,NATIONAL,11951,Tx contour defects 1.1-5.0cc,January_2025_ASC_Addenda.xlsx,61.46,61.46
5. ASC,2025,2025-01-01,NATIONAL,11952,Tx contour defects 5.1-10cc,January_2025_ASC_Addenda.xlsx,78.28,78.28
5. ASC,2025,2025-01-01,NATIONAL,11954,Tx contour defects >10.0 cc,January_2025_ASC_Addenda.xlsx,86.69,86.69
5. ASC,2025,2025-01-01,NATIONAL,11960,Insert tissue expander(s),January_2025_ASC_Addenda.xlsx,1957.33,1957.33
5. ASC,2025,2025-01-01,NATIONAL,11970,Rplcmt tiss xpndr perm implt,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,11971,Rmvl tis xpndr wo insj implt,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,11976,Remove contraceptive capsule,January_2025_ASC_Addenda.xlsx,73.1,73.1
5. ASC,2025,2025-01-01,NATIONAL,11980,Implant hormone pellet(s),January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11981,Insertion drug dlvr implant,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11982,Remove drug implant device,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,11983,Remove/insert drug implant,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,12001,Rpr s/n/ax/gen/trnk 2.5cm/<,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,12002,Rpr s/n/ax/gen/trnk2.6-7.5cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,12004,Rpr s/n/ax/gen/trk7.6-12.5cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,12005,Rpr s/n/a/gen/trk12.6-20.0cm,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,12006,Rpr s/n/a/gen/trk20.1-30.0cm,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,12007,Rpr s/n/ax/gen/trnk >30.0 cm,January_2025_ASC_Addenda.xlsx,106.77,106.77
5. ASC,2025,2025-01-01,NATIONAL,12011,Rpr f/e/e/n/l/m 2.5 cm/<,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,12013,Rpr f/e/e/n/l/m 2.6-5.0 cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,12014,Rpr f/e/e/n/l/m 5.1-7.5 cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,12015,Rpr f/e/e/n/l/m 7.6-12.5 cm,January_2025_ASC_Addenda.xlsx,106.77,106.77
5. ASC,2025,2025-01-01,NATIONAL,12016,Rpr fe/e/en/l/m 12.6-20.0 cm,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,12017,Rpr fe/e/en/l/m 20.1-30.0 cm,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,12018,Rpr f/e/e/n/l/m >30.0 cm,January_2025_ASC_Addenda.xlsx,106.77,106.77
5. ASC,2025,2025-01-01,NATIONAL,12020,Tx supfc wnd dehsn smpl clsr,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,12021,Tx supfc wnd dehsn w/packing,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,12031,Intmd rpr s/a/t/ext 2.5 cm/<,January_2025_ASC_Addenda.xlsx,180.49,180.49
5. ASC,2025,2025-01-01,NATIONAL,12032,Intmd rpr s/a/t/ext 2.6-7.5,January_2025_ASC_Addenda.xlsx,203.14,203.14
5. ASC,2025,2025-01-01,NATIONAL,12034,Intmd rpr s/tr/ext 7.6-12.5,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,12035,Intmd rpr s/a/t/ext 12.6-20,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,12036,Intmd rpr s/a/t/ext 20.1-30,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,12037,Intmd rpr s/tr/ext >30.0 cm,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,12041,Intmd rpr n-hf/genit 2.5cm/<,January_2025_ASC_Addenda.xlsx,177.58,177.58
5. ASC,2025,2025-01-01,NATIONAL,12042,Intmd rpr n-hf/genit2.6-7.5,January_2025_ASC_Addenda.xlsx,198.61,198.61
5. ASC,2025,2025-01-01,NATIONAL,12044,Intmd rpr n-hf/genit7.6-12.5,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,12045,Intmd rpr n-hf/genit12.6-20,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,12046,Intmd rpr n-hf/genit20.1-30,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,12047,Intmd rpr n-hf/genit >30.0cm,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,12051,Intmd rpr face/mm 2.5 cm/<,January_2025_ASC_Addenda.xlsx,187.93,187.93
5. ASC,2025,2025-01-01,NATIONAL,12052,Intmd rpr face/mm 2.6-5.0 cm,January_2025_ASC_Addenda.xlsx,200.55,200.55
5. ASC,2025,2025-01-01,NATIONAL,12053,Intmd rpr face/mm 5.1-7.5 cm,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,12054,Intmd rpr face/mm 7.6-12.5cm,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,12055,Intmd rpr face/mm 12.6-20 cm,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,12056,Intmd rpr face/mm 20.1-30.0,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,12057,Intmd rpr face/mm >30.0 cm,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,13100,Cmplx rpr trunk 1.1-2.5 cm,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,13101,Cmplx rpr trunk 2.6-7.5 cm,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,13102,Cmplx rpr trunk addl 5cm/<,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,13120,Cmplx rpr s/a/l 1.1-2.5 cm,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,13121,Cmplx rpr s/a/l 2.6-7.5 cm,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,13122,Cmplx rpr s/a/l addl 5 cm/>,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,13131,Cmplx rpr f/c/c/m/n/ax/g/h/f,January_2025_ASC_Addenda.xlsx,214.39,214.39
5. ASC,2025,2025-01-01,NATIONAL,13132,Cmplx rpr f/c/c/m/n/ax/g/h/f,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,13133,Cmplx rpr f/c/c/m/n/ax/g/h/f,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,13151,Cmplx rpr e/n/e/l 1.1-2.5 cm,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,13152,Cmplx rpr e/n/e/l 2.6-7.5 cm,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,13153,Cmplx rpr e/n/e/l addl 5cm/<,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,13160,Sec clsr surg wnd/dehsn xtn,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,14000,Tis trnfr trunk 10 sq cm/<,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,14001,Tis trnfr trunk 10.1-30sqcm,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,14020,Tis trnfr s/a/l 10 sq cm/<,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,14021,Tis trnfr s/a/l 10.1-30 sqcm,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,14040,Tis trnfr f/c/c/m/n/a/g/h/f,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,14041,Tis trnfr f/c/c/m/n/a/g/h/f,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,14060,Tis trnfr e/n/e/l 10 sq cm/<,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,14061,Tis trnfr e/n/e/l10.1-30sqcm,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,14301,Tis trnfr any 30.1-60 sq cm,January_2025_ASC_Addenda.xlsx,1957.33,1957.33
5. ASC,2025,2025-01-01,NATIONAL,14302,Tis trnfr addl 30 sq cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,14350,Filleted finger/toe flap,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,15002,Wound prep trk/arm/leg,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,15003,Wound prep addl 100 cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,15004,Wound prep f/n/hf/g,January_2025_ASC_Addenda.xlsx,328.29,328.29
5. ASC,2025,2025-01-01,NATIONAL,15005,Wnd prep f/n/hf/g addl cm,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,15011,Hrv skn cll ssp agrft 1st 25,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,15012,Hrv skn cll ssp agrft ea add,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,15013,Prepj skn cll ssp agrft 1st,January_2025_ASC_Addenda.xlsx,3355.45,3355.45
5. ASC,2025,2025-01-01,NATIONAL,15014,Prepj skn cll ssp agrft ea,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,15015,App skn cl ssp agrft t/a/l 1,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,15016,App skn cl ssp agrf t/a/l ea,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,15017,App skn cll ssp f/n/g/hf 1st,January_2025_ASC_Addenda.xlsx,981.09,981.09
