Addendum AA -- ASC Covered Surgical Procedures for CY 2025                                                                                                                            (Including Surgical Procedures for Which Payment is Packaged),,,,,,
CPT codes and descriptions only are copyright 2024 American Medical Association.ÿ All Rights Reserved.ÿ Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2024 American Dental Association.ÿ All Rights Reserved.,,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting,January 2025 Payment Indicator,January 2025  Payment Weight  ,January 2025 Payment Rate 
15121,,Splt agrft f/s/n/h/f/g/m ea,N,N1,,
15130,,Drm agrft t/a/l 1st 100 sqcm,Y,A2,17.8722,$981.09
15131,,Drm agrft t/a/l ea addl,N,N1,,
15135,,Drm agrft f/s/n/h/f/g/m 1st,Y,A2,35.6558,"$1,957.33"
15136,,Drm agrft f/s/n/h/f/g/m ea,N,N1,,
15150,,Tis cltr skn agrft t/a/l 1st,Y,A2,17.8722,$981.09
15151,,Tis cltr skn agrft t/a/l add,N,N1,,
15152,,Tis cltr skn agrft t/a/l ea,N,N1,,
15155,,Tis cltr agrft f/s/n/h/f/g 1,Y,A2,35.6558,"$1,957.33"
15156,,Tis clt agrft f/s/n/h/f/g ad,N,N1,,
15157,,Tis clt agrft f/s/n/h/f/g ea,N,N1,,
15200,,Fth/gft fr trnk 20 sq cm/<,Y,A2,17.8722,$981.09
15201,,Fth/gft fr trnk each addl,N,N1,,
15220,,Fth/gft fr s/a/l 20 sq cm/<,Y,A2,17.8722,$981.09
15221,,Fth/gft fr s/a/l each addl,N,N1,,
15240,,Fth/gft f/c/c/m/n/ax/g/h/f20,Y,A2,17.8722,$981.09
15241,,Fth/gft f/c/c/m/n/a/g/h/f ea,N,N1,,
15260,,Fth/gft fr n/e/e/l 20 sqcm/<,Y,A2,17.8722,$981.09
15261,,Fth/gft fr n/e/e/l each addl,N,N1,,
15271,,Skin sub graft trnk/arm/leg,Y,G2,17.8722,$981.09
15272,,Skin sub graft t/a/l add-on,N,N1,,
15273,,Skin sub grft t/arm/lg child,Y,G2,35.6558,"$1,957.33"
15274,,Skn sub grft t/a/l child add,N,N1,,
15275,,Skin sub graft face/nk/hf/g,Y,P3,,$88.95
15276,,Skin sub graft f/n/hf/g addl,N,N1,,
15277,,Skn sub grft f/n/hf/g child,Y,G2,17.8722,$981.09
15278,,Skn sub grft f/n/hf/g ch add,N,N1,,
15570,,Skin pedicle flap trunk,Y,A2,17.8722,$981.09
15572,,Skin pedicle flap arms/legs,Y,A2,35.6558,"$1,957.33"
15574,,Pedcle fh/ch/ch/m/n/ax/g/h/f,Y,A2,17.8722,$981.09
15576,,Pedicle e/n/e/l/ntroral,Y,A2,17.8722,$981.09
15600,,Delay flap trunk,Y,A2,35.6558,"$1,957.33"
15610,,Delay flap arms/legs,Y,A2,17.8722,$981.09
15620,,Delay flap f/c/c/n/ax/g/h/f,Y,A2,17.8722,$981.09
15630,,Delay flap eye/nos/ear/lip,Y,A2,17.8722,$981.09
15650,,Transfer skin pedicle flap,Y,A2,17.8722,$981.09
15730,,Mdfc flap w/prsrv vasc pedcl,Y,G2,35.6558,"$1,957.33"
15731,,Forehead flap w/vasc pedicle,Y,A2,35.6558,"$1,957.33"
15733,,Musc myoq/fscq flp h&n pedcl,Y,A2,35.6558,"$1,957.33"
15734,,Muscle-skin graft trunk,Y,A2,35.6558,"$1,957.33"
15736,,Muscle-skin graft arm,Y,A2,17.8722,$981.09
15738,,Muscle-skin graft leg,Y,A2,35.6558,"$1,957.33"
15740,,Island pedicle flap graft,Y,A2,17.8722,$981.09
15750,,Neurovascular pedicle flap,Y,A2,35.6558,"$1,957.33"
15760,,Composite skin graft,Y,A2,17.8722,$981.09
15769,,Grfg autol soft tiss dir exc,Y,G2,35.6558,"$1,957.33"
15770,,Derma-fat-fascia graft,Y,A2,35.6558,"$1,957.33"
15771,,Grfg autol fat lipo 50 cc/<,Y,G2,35.6558,"$1,957.33"
15773,,Grfg autol fat lipo 25 cc/<,Y,G2,17.8722,$981.09
15775,,Hair trnspl 1-15 punch grfts,Y,A2,3.9054,$214.39
15776,,Hair trnspl >15 punch grafts,Y,A2,3.9054,$214.39
15777,,Acellular derm matrix implt,N,N1,,
15780,,Dermabrasion total face,Y,P3,,$512.69
15781,,Dermabrasion segmental face,Y,P3,,$327.02
15782,,Dermabrasion other than face,Y,P3,,$314.73
15783,,Dermabrasion suprfl any site,Y,P2,3.9054,$214.39
15786,,Abrasion lesion single,N,N1,,
15787,,Abrasion lesions add-on,N,N1,,
15788,,Chemical peel facial epidrm,N,N1,,
15789,,Chemical peel facial dermal,Y,P2,5.9804,$328.29
15792,,Chem peel nonfacial epidrm,N,N1,,
15793,,Chemical peel nonfacial drm,N,N1,,
15820,,Blepharoplasty lower eyelid,Y,A2,17.8722,$981.09
15821,,Blepharp lwr eyelid fat pad,Y,A2,17.8722,$981.09
15822,,Blepharoplasty upper eyelid,Y,A2,17.8722,$981.09
15823,,Blepharp upr eyelid xcsv skn,Y,A2,17.8722,$981.09
15824,,Rhytidectomy forehead,Y,A2,17.8722,$981.09
15825,,Rhytdct nck pltysml tghtg,Y,A2,35.6558,"$1,957.33"
15826,,Rhytidectomy glblr frn lines,Y,A2,35.6558,"$1,957.33"
15828,,Rhytidectomy cheek chn & nck,Y,A2,35.6558,"$1,957.33"
15829,,Rhytidectomy smas flap,Y,A2,35.6558,"$1,957.33"
15830,,Exc excessive skin abdomen,Y,A2,48.8642,"$2,682.40"
15832,,Exc excessive skin thigh,Y,A2,21.8945,"$1,201.90"
15833,,Exc excessive skin leg,Y,A2,21.8945,"$1,201.90"
15834,,Exc excessive skin hip,Y,A2,21.8945,"$1,201.90"
15835,,Exc excessive skin buttock,Y,A2,21.8945,"$1,201.90"
15836,,Exc excessive skin arm,Y,A2,21.8945,"$1,201.90"
15837,,Exc excsv skin forearm/hand,Y,G2,21.8945,"$1,201.90"
15838,,Exc excsv submental fat pad,Y,G2,21.8945,"$1,201.90"
15839,,Exc excessive skn other area,Y,A2,21.8945,"$1,201.90"
15840,,Nerve palsy fascial graft,Y,A2,35.6558,"$1,957.33"
15841,,Nerve palsy muscle graft,Y,A2,35.6558,"$1,957.33"
15842,,Nerve palsy microsurg graft,Y,G2,17.8722,$981.09
15845,,Skin and muscle repair face,Y,A2,35.6558,"$1,957.33"
15847,,Exc skin abd add-on,N,N1,,
15851,,Removal sutr/staple req anes,Y,P3,,$15.53
15852,,Dressing change not for burn,N,N1,,
15860,,Test for blood flow in graft,N,N1,,
15876,,Suction lipectomy head&neck,Y,A2,35.6558,"$1,957.33"
15877,,Suction lipectomy trunk,Y,A2,35.6558,"$1,957.33"
15878,,Suction lipectomy upr extrem,Y,A2,17.8722,$981.09
15879,,Suction lipectomy lwr extrem,Y,A2,35.6558,"$1,957.33"
15920,,Exc coccygl pr ulc prim sutr,Y,A2,21.8945,"$1,201.90"
15922,,Exc coccygl pr ulc flap clsr,Y,A2,35.6558,"$1,957.33"
15931,,Exc sacral pr ulc prim sutr,Y,A2,21.8945,"$1,201.90"
15933,,Exc sac pr ulc prim str ostc,Y,A2,21.8945,"$1,201.90"
15934,,Exc sacral pr ulc skn flap,Y,A2,35.6558,"$1,957.33"
15935,,Exc sac pr ulc skn flp ostc,Y,A2,35.6558,"$1,957.33"
15936,,Exc sac pr ulc prep mus flap,Y,A2,17.8722,$981.09
15937,,Exc sac pr ulc prep mus ostc,Y,A2,17.8722,$981.09
15940,,Exc ischial pr ulc prim sutr,Y,A2,21.8945,"$1,201.90"
15941,,Exc isch pr ulc prm sut ostc,Y,A2,21.8945,"$1,201.90"
15944,,Exc isch pr ulc skn flp clsr,Y,A2,35.6558,"$1,957.33"
15945,,Exc isch pr ulc skn flp ostc,Y,A2,17.8722,$981.09
15946,,Exc isch pr ulc prep mus flp,Y,A2,17.8722,$981.09
15950,,Exc trchntr pr ulc prim sutr,Y,A2,12.9024,$708.28
15951,,Exc trchntr pr ulc ostc,Y,A2,21.8945,"$1,201.90"
15952,,Exc trchntr pr ulc flp clsr,Y,A2,17.8722,$981.09
15953,,Exc trchntr pr ulc flp ostc,Y,A2,35.6558,"$1,957.33"
15956,,Exc trchntr pr ulc prep flap,Y,A2,17.8722,$981.09
15958,,Exc trchntr pr ulc prep ostc,Y,A2,35.6558,"$1,957.33"
16000,,Initial treatment of burn(s),N,N1,,
16020,,Dress/debrid p-thick burn s,N,N1,,
16025,,Dress/debrid p-thick burn m,Y,A2,1.945,$106.77
16030,,Dress/debrid p-thick burn l,Y,A2,3.9054,$214.39
16035,,Incision of burn scab initi,Y,G2,3.9054,$214.39
17000,,Destruct premalg lesion,N,N1,,
17003,,Destruct premalg les 2-14,N,N1,,
17004,,Destroy premal lesions 15/>,Y,P3,,$112.24
17106,,Destruction of skin lesions,Y,P3,,$204.11
17107,,Destruction of skin lesions,Y,P3,,$266.86
17108,,Destruction of skin lesions,Y,P3,,$348.05
17110,,Destruct b9 lesion 1-14,N,N1,,
17111,,Destruct lesion 15 or more,N,N1,,
17250,,Chem caut of granltj tissue,N,N1,,
17260,,Dstrj mal les t/a/l 0.5 cm/<,N,N1,,
17261,,Dstrj mal les t/a/l .6-1.0cm,N,N1,,
17262,,Dstrj mal les t/a/l 1.1-2.0,N,N1,,
17263,,Dstrj mal les t/a/l 2.1-3.0,N,N1,,
17264,,Dstrj mal les t/a/l 3.1-4.0,Y,P3,,$130.36
17266,,Dstrj mal les t/a/l >4.0 cm,Y,P3,,$143.62
17270,,Dstr mal les s/n/h/f/g .5 /<,Y,P3,,$96.72
17271,,Dstr mal les s/n/h/f/g 0.6-1,Y,P2,1.945,$106.77
17272,,Dstr mal les s/n/h/f/g 1.1-2,N,N1,,
17273,,Dstr mal les s/n/h/f/g 2.1-3,Y,P3,,$128.74
17274,,Dstr mal les s/n/h/f/g 3.1-4,Y,P3,,$143.94
17276,,Dstr mal les s/n/h/f/g >4.0,Y,P3,,$159.47
17280,,Dstr mal ls f/e/e/n/l/m .5/<,N,N1,,
17281,,Dstr mal ls f/e/e/n/l/m .6-1,Y,P2,1.945,$106.77
17282,,Dstr mal ls f/e/e/n/l/m1.1-2,Y,P2,1.945,$106.77
17283,,Dstr mal ls f/e/e/n/l/m2.1-3,Y,P3,,$140.71
17284,,Dstr mal ls f/e/e/n/l/m3.1-4,Y,P3,,$154.62
17286,,Dstr mal ls f/e/e/n/l/m>4.0,Y,P3,,$186.64
17311,,Mohs 1 stage h/n/hf/g,Y,P2,5.9804,$328.29
17312,,Mohs addl stage,N,N1,,
17313,,Mohs 1 stage t/a/l,Y,P2,5.9804,$328.29
17314,,Mohs addl stage t/a/l,N,N1,,
17315,,Mohs surg addl block,N,N1,,
17340,,Cryotherapy for acne,N,N1,,
17360,,Chemical exfoliation acne,N,N1,,
17380,,Electrolysis epilation ea 30,Y,R2,5.9804,$328.29
19000,,Puncture aspir cyst breast,Y,P3,,$63.08
19001,,Puncture aspir cyst brst ea,N,N1,,
19020,,Mastotomy expl drg absc dp,Y,A2,12.9024,$708.28
19030,,Njx px only mam ducto/glcto,N,N1,,
19081,,Bx breast 1st lesion strtctc,Y,G2,12.9024,$708.28
19082,,Bx breast add lesion strtctc,N,N1,,
19083,,Bx breast 1st lesion us imag,Y,G2,12.9024,$708.28
19084,,Bx breast add lesion us imag,N,N1,,
19085,,Bx breast 1st lesion mr imag,Y,G2,12.9024,$708.28
19086,,Bx breast add lesion mr imag,N,N1,,
19100,,Bx breast percut w/o image,Y,A2,12.9024,$708.28
19101,,Biopsy of breast open,Y,A2,28.0181,"$1,538.05"
19105,,Cryosurg ablate fa each,Y,J8,44.2122,"$2,427.03"
19110,,Nipple exploration,Y,A2,28.0181,"$1,538.05"
19112,,Excise breast duct fistula,Y,A2,28.0181,"$1,538.05"
19120,,Removal of breast lesion,Y,A2,28.0181,"$1,538.05"
19125,,Excision breast lesion,Y,A2,28.0181,"$1,538.05"
19126,,Excision addl breast lesion,N,N1,,
19281,,Perq device breast 1st imag,N,N1,,
19282,,Perq device breast ea imag,N,N1,,
19283,,Perq dev breast 1st strtctc,N,N1,,
19284,,Perq dev breast add strtctc,N,N1,,
19285,,Perq dev breast 1st us imag,N,N1,,
19286,,Perq dev breast add us imag,N,N1,,
19287,,Perq dev breast 1st mr guide,N,N1,,
19288,,Perq dev breast add mr guide,N,N1,,
19294,,Prepj tum cav iort prtl mast,N,N1,,
19296,,Place po breast cath for rad,Y,J8,81.5207,"$4,475.08"
19297,,Place breast cath for rad,N,N1,,
19298,,Place breast rad tube/caths,Y,J8,78.5234,"$4,310.54"
19300,,Mastectomy for gynecomastia,Y,A2,28.0181,"$1,538.05"
19301,,Partial mastectomy,Y,A2,28.0181,"$1,538.05"
19302,,P-mastectomy w/ln removal,Y,A2,48.8642,"$2,682.40"
19303,,Mast simple complete,Y,A2,48.8642,"$2,682.40"
19307,,Mast mod rad,Y,G2,48.8642,"$2,682.40"
19316,,Mastopexy,Y,A2,48.8642,"$2,682.40"
19318,,Breast reduction,Y,A2,48.8642,"$2,682.40"
19325,,Breast augmentation w/implt,Y,G2,57.8268,"$3,174.40"
19328,,Rmvl intact breast implant,N,A2,28.0181,"$1,538.05"
19330,,Rmvl ruptured breast implant,N,A2,28.0181,"$1,538.05"
19340,,Insj breast implt sm d mast,Y,A2,48.8642,"$2,682.40"
19342,,Insj/rplcmt brst implt sep d,Y,A2,57.8268,"$3,174.40"
19350,,Nipple/areola reconstruction,Y,A2,28.0181,"$1,538.05"
19355,,Correct inverted nipple(s),Y,A2,28.0181,"$1,538.05"
19357,,Tiss xpndr plmt brst rcnstj,Y,J8,96.8638,"$5,317.34"
19370,,Revj peri-implt capsule brst,Y,A2,28.0181,"$1,538.05"
19371,,Peri-implt capslc brst compl,Y,A2,28.0181,"$1,538.05"
19380,,Revj reconstructed breast,Y,A2,48.8642,"$2,682.40"
19396,,Design custom breast implant,Y,G2,28.0181,"$1,538.05"
20103,,Expl pentrg wound extremity,Y,G2,12.9024,$708.28
20150,,Excision epiphyseal bar,Y,G2,28.767,"$1,579.16"
20200,,Muscle biopsy superficial,Y,A2,12.9024,$708.28
20205,,Deep muscle biopsy,Y,A2,21.8945,"$1,201.90"
20206,,Biopsy muscle perq needle,Y,A2,12.9024,$708.28
20220,,Bone biopsy trocar/ndl supfc,Y,A2,12.9024,$708.28
20225,,Bone biopsy trocar/ndl deep,Y,A2,12.9024,$708.28
20240,,Bone biopsy open superficial,Y,A2,21.8945,"$1,201.90"
20245,,Bone biopsy open deep,Y,A2,21.8945,"$1,201.90"
20250,,Biopsy vrt bdy open thoracic,Y,G2,28.767,"$1,579.16"
20251,,Biopsy vrt bdy open lmbr/crv,Y,A2,63.9555,"$3,510.84"
20500,,Injection of sinus tract,Y,P3,,$76.01
20501,,Inject sinus tract for x-ray,N,N1,,
20520,,Removal of foreign body,Y,P3,,$141.35
20525,,Removal of foreign body,Y,A2,21.8945,"$1,201.90"
20526,,Ther injection carp tunnel,Y,P3,,$45.29
20527,,Inj dupuytren cord w/enzyme,Y,P3,,$47.87
20550,,Inj tendon sheath/ligament,Y,P3,,$29.11
20551,,Inj tendon origin/insertion,Y,P3,,$29.11
20552,,Inj trigger point 1/2 muscl,Y,P3,,$27.17
20553,,Inject trigger points 3/>,Y,P3,,$31.70
20555,,Place ndl musc/tis for rt,Y,R2,28.767,"$1,579.16"
20600,,Drain/inj joint/bursa w/o us,Y,P3,,$28.46
20604,,Drain/inj joint/bursa w/us,Y,P3,,$48.20
20605,,Drain/inj joint/bursa w/o us,Y,P3,,$28.79
20606,,Drain/inj joint/bursa w/us,Y,P3,,$50.78
20610,,Drain/inj joint/bursa w/o us,Y,P3,,$33.64
20611,,Drain/inj joint/bursa w/us,Y,P3,,$55.64
20612,,Aspirate/inj ganglion cyst,Y,P3,,$37.85
20615,,Treatment of bone cyst,Y,P3,,$156.56
20650,,Insert and remove bone pin,Y,G2,28.767,"$1,579.16"
20662,,Application halo pelvic,Y,R2,15.2707,$838.29
20663,,Application halo femoral,Y,R2,28.767,"$1,579.16"
20665,,Rmvl tongs/halo anthr indiv,N,G2,3.8568,$211.72
20670,,Removal implant superficial,N,A2,12.9024,$708.28
20680,,Removal of implant deep,N,A2,21.8945,"$1,201.90"
20690,,Appl unipln uni ext fixj sys,Y,J8,89.7138,"$4,924.84"
20692,,Appl mltpln uni ext fixj sys,Y,J8,153.3841,"$8,420.02"
20693,,Adjmt/revj ext fixj sys anes,Y,A2,63.9555,"$3,510.84"
20694,,Rmvl ext fixj sys under anes,N,A2,15.2707,$838.29
20696,,App mltpln uni xtrnl fix 1st,Y,J8,270.6052,"$14,854.87"
20697,,App mltpln uni xtrnl fix xch,Y,P2,15.2707,$838.29
20700,,Mnl prep&insj dp rx dlvr dev,N,N1,,
20822,,Replantation digit complete,Y,G2,15.2707,$838.29
20900,,Removal of bone for graft,Y,J8,87.9147,"$4,826.08"
20902,,Removal of bone for graft,Y,A2,63.9555,"$3,510.84"
20910,,Remove cartilage for graft,Y,A2,5.9804,$328.29
20912,,Remove cartilage for graft,Y,A2,35.6558,"$1,957.33"
20920,,Removal of fascia for graft,Y,A2,17.8722,$981.09
20922,,Removal of fascia for graft,Y,A2,17.8722,$981.09
20924,,Removal of tendon for graft,Y,A2,63.9555,"$3,510.84"
20930,,Sp bone algrft morsel add-on,N,N1,,
20931,,Sp bone algrft struct add-on,N,N1,,
20932,,Osteoart algrft w/surf & b1,N,N1,,
20933,,Hemicrt intrclry algrft prtl,N,N1,,
20934,,Intercalary algrft compl,N,N1,,
20936,,Sp bone agrft local add-on,N,N1,,
20937,,Sp bone agrft morsel add-on,N,N1,,
20938,,Sp bone agrft struct add-on,N,N1,,
20939,,Bone marrow aspir bone grfg,N,N1,,
20950,,Fluid pressure muscle,Y,G2,6.8786,$377.60
20972,,Bone/skin graft metatarsal,Y,G2,63.9555,"$3,510.84"
20973,,Bone/skin graft great toe,Y,R2,63.9555,"$3,510.84"
20975,,Electrical bone stimulation,N,N1,,
20979,,Us bone stimulation,N,N1,,
20982,,Ablate bone tumor(s) perq,Y,G2,120.8354,"$6,633.26"
20983,,Ablate bone tumor(s) perq,Y,J8,89.4655,"$4,911.21"
20985,,Cptr-asst dir ms px,N,N1,,
21010,,Incision of jaw joint,Y,A2,25.4021,"$1,394.45"
21011,,Exc face les sc <2 cm,Y,P3,,$251.66
21012,,Exc face les sbq 2 cm/>,Y,R2,12.9024,$708.28
21013,,Exc face tum deep < 2 cm,Y,P3,,$314.08
21014,,Exc face tum deep 2 cm/>,Y,R2,21.8945,"$1,201.90"
21015,,Resect face/scalp tum < 2 cm,Y,G2,21.8945,"$1,201.90"
21016,,Resect face/scalp tum 2 cm/>,Y,G2,21.8945,"$1,201.90"
21025,,Excision of bone lower jaw,Y,A2,53.1441,"$2,917.35"
21026,,Excision of facial bone(s),Y,A2,53.1441,"$2,917.35"
21029,,Contour of face bone lesion,Y,A2,25.4021,"$1,394.45"
21030,,Excise max/zygoma b9 tumor,Y,P3,,$274.30
21031,,Remove exostosis mandible,Y,P3,,$253.60
21032,,Remove exostosis maxilla,Y,P3,,$245.51
21034,,Excise max/zygoma mal tumor,Y,A2,53.1441,"$2,917.35"
21040,,Excise mandible lesion,Y,A2,25.4021,"$1,394.45"
21044,,Removal of jaw bone lesion,Y,A2,53.1441,"$2,917.35"
21046,,Remove mandible cyst complex,Y,A2,53.1441,"$2,917.35"
21047,,Excise lwr jaw cyst w/repair,Y,A2,53.1441,"$2,917.35"
21048,,Remove maxilla cyst complex,Y,R2,53.1441,"$2,917.35"
21050,,Removal of jaw joint,Y,A2,53.1441,"$2,917.35"
21060,,Remove jaw joint cartilage,Y,A2,53.1441,"$2,917.35"
21070,,Remove coronoid process,Y,A2,53.1441,"$2,917.35"
21073,,Mnpj of tmj w/anesth,Y,P3,,$273.65
21076,,Impres&prep surg obt prosth,Y,P3,,$387.51
21077,,Impres&prep orbital prosth,Y,P3,,$901.82
21079,,Impres&prep intrm obt prosth,Y,P3,,$655.02
21080,,Impres&prep def obt prosth,Y,P3,,$755.61
21081,,Impres&prep mndbl res prosth,Y,P3,,$703.54
21082,,Impres&prep paltl aug prosth,Y,P3,,$686.39
21083,,Impres&prep paltl lft prosth,Y,P3,,$667.31
21084,,Impres&prep sp aid prosth,Y,P3,,$743.32
21085,,Impres&prep oral surg splint,Y,P2,2.2612,$124.13
21086,,Impres&prep auricular prosth,Y,P3,,$673.45
21087,,Impres&prep nasal prosth,Y,P3,,$673.45
21088,,Impres&prep facial prosth,Y,R2,25.4021,"$1,394.45"
21100,,Maxillofacial fixation,Y,A2,53.1441,"$2,917.35"
21110,,Interdental fixation,N,P3,,$612.64
21116,,Injection jaw joint x-ray,N,N1,,
21120,,Genioplasty augmentation,Y,G2,53.1441,"$2,917.35"
21121,,Geniop sldg osteot 1,Y,J8,39.0846,"$2,145.55"
21122,,Geniop sldg osteot 2/>,Y,J8,67.3584,"$3,697.64"
21123,,Geniop sldg augmentation,Y,A2,25.4021,"$1,394.45"
21125,,Augmentation mndblr prostc,Y,J8,67.3584,"$3,697.64"
21127,,Augmentation mndblr b1 grf,Y,P2,53.1441,"$2,917.35"
21137,,Rdctj forehead cntrg only,Y,G2,25.4021,"$1,394.45"
21138,,Rdctj forehead cntrg&prostc,Y,G2,53.1441,"$2,917.35"
21139,,Rdctj forehead cntrg&setback,Y,G2,53.1441,"$2,917.35"
21150,,Lefort ii anterior intrusion,Y,J8,67.3584,"$3,697.64"
21181,,Contour cranial bone lesion,Y,A2,53.1441,"$2,917.35"
21194,,Reconst lwr jaw w/graft,Y,G2,53.1441,"$2,917.35"
21195,,Reconst lwr jaw w/o fixation,Y,J8,71.2191,"$3,909.57"
21198,,Reconstr lwr jaw segment,Y,R2,53.1441,"$2,917.35"
21199,,Reconstr lwr jaw w/advance,Y,G2,53.1441,"$2,917.35"
21206,,Reconstruct upper jaw bone,Y,A2,53.1441,"$2,917.35"
21208,,Augmentation of facial bones,Y,J8,68.1332,"$3,740.17"
21209,,Reduction of facial bones,Y,A2,53.1441,"$2,917.35"
21210,,Face bone graft,Y,J8,72.503,"$3,980.05"
21215,,Lower jaw bone graft,Y,J8,70.2379,"$3,855.71"
21230,,Rib cartilage graft,Y,A2,53.1441,"$2,917.35"
21235,,Ear cartilage graft,Y,A2,53.1441,"$2,917.35"
21240,,Reconstruction of jaw joint,Y,A2,53.1441,"$2,917.35"
21242,,Reconstruction of jaw joint,Y,A2,53.1441,"$2,917.35"
21243,,Reconstruction of jaw joint,Y,J8,253.5657,"$13,919.49"
21244,,Reconstruction of lower jaw,Y,J8,75.277,"$4,132.33"
21245,,Reconstruction of jaw,Y,J8,76.9278,"$4,222.95"
21246,,Reconstruction of jaw,Y,A2,53.1441,"$2,917.35"
21248,,Reconstruction of jaw,Y,A2,53.1441,"$2,917.35"
21249,,Reconstruction of jaw,Y,A2,53.1441,"$2,917.35"
21260,,Revise eye sockets,Y,G2,53.1441,"$2,917.35"
21267,,Revise eye sockets,Y,J8,89.3307,"$4,903.81"
21270,,Augmentation cheek bone,Y,J8,72.4479,"$3,977.03"
21275,,Revision orbitofacial bones,Y,J8,67.5371,"$3,707.45"
21280,,Medial canthopexy,Y,A2,25.4021,"$1,394.45"
21282,,Lateral canthopexy,Y,A2,25.4021,"$1,394.45"
21295,,Revision of jaw muscle/bone,Y,A2,11.9753,$657.38
21296,,Revision of jaw muscle/bone,Y,A2,25.4021,"$1,394.45"
21315,,Clsd tx nsl fx mnpj wo stblj,Y,A2,11.9753,$657.38
21320,,Clsd tx nsl fx w/mnpj&stablj,Y,A2,25.4021,"$1,394.45"
21325,,Open tx nose fx uncomplicatd,Y,A2,25.4021,"$1,394.45"
21330,,Open tx nose fx w/skele fixj,Y,A2,53.1441,"$2,917.35"
21335,,Open tx nose & septal fx,Y,A2,25.4021,"$1,394.45"
21336,,Open tx septal fx w/wo stabj,Y,A2,28.767,"$1,579.16"
21337,,Closed tx septal&nose fx,Y,A2,25.4021,"$1,394.45"
21338,,Open nasoethmoid fx w/o fixj,Y,A2,53.1441,"$2,917.35"
21339,,Open nasoethmoid fx w/ fixj,Y,A2,53.1441,"$2,917.35"
21340,,Perq tx nasoethmoid fx,Y,A2,25.4021,"$1,394.45"
21345,,Closed tx nose/jaw fx,Y,A2,11.9753,$657.38
21355,,Perq tx malar fracture,Y,A2,25.4021,"$1,394.45"
21356,,Opn tx dprsd zygomatic arch,Y,A2,53.1441,"$2,917.35"
21360,,Opn tx dprsd malar fracture,Y,G2,53.1441,"$2,917.35"
21365,,Opn tx complx malar fx,Y,G2,53.1441,"$2,917.35"
21390,,Opn tx orbit periorbtl implt,Y,G2,53.1441,"$2,917.35"
21400,,Closed tx orbit w/o manipulj,Y,A2,4.9739,$273.04
21401,,Closed tx orbit w/manipulj,Y,A2,11.9753,$657.38
21406,,Opn tx orbit fx w/o implant,Y,G2,53.1441,"$2,917.35"
21407,,Opn tx orbit fx w/implant,Y,G2,53.1441,"$2,917.35"
21421,,Cltx palatal/max fx wire fix,Y,A2,25.4021,"$1,394.45"
21440,,Cltx mndblr/max alv ridge fx,Y,P3,,$602.62
21445,,Optx mndblr/max alv ridge fx,Y,A2,53.1441,"$2,917.35"
21450,,Cltx mndblr fx w/o mnpj,Y,G2,4.9739,$273.04
21451,,Cltx mndblr fx w/mnpj,Y,A2,11.9753,$657.38
21452,,Perq tx mndblr fx xtrnl fixj,Y,J8,68.0552,"$3,735.89"
21453,,Cltx mndblr fx ntrdntl fixj,Y,A2,53.1441,"$2,917.35"
21454,,Optx mndblr fx xtrnl fixj,Y,J8,68.3716,"$3,753.26"
21461,,Optx mndblr fx wo ntrdntl,Y,J8,70.4809,"$3,869.05"
21462,,Optx mndblr fx w/ntrdntl,Y,J8,67.4775,"$3,704.18"
21465,,Optx mndblr cndylr fx,Y,J8,67.849,"$3,724.57"
21480,,Cltx tmprmand dislc 1st/sbsq,Y,A2,2.3486,$128.93
21485,,Cltx tmprmand dislc comp,Y,A2,11.9753,$657.38
21490,,Optx tmprmand dislocation,Y,A2,25.4021,"$1,394.45"
21497,,Interdental wirg oth/thn fx,Y,A2,11.9753,$657.38
21501,,I&d dp absc/hmtma sft ts nck,Y,A2,21.8945,"$1,201.90"
21502,,I&d dp abs/hmtm nck rib ostc,Y,A2,28.767,"$1,579.16"
21550,,Biopsy of neck/chest,Y,G2,12.9024,$708.28
21552,,Exc neck les sc 3 cm/>,Y,G2,21.8945,"$1,201.90"
21554,,Exc neck tum deep 5 cm/>,Y,G2,21.8945,"$1,201.90"
21555,,Exc neck les sc < 3 cm,Y,G2,12.9024,$708.28
21556,,Exc neck tum deep < 5 cm,Y,G2,21.8945,"$1,201.90"
21557,,Resect neck thorax tumor<5cm,Y,G2,21.8945,"$1,201.90"
21558,,Resect neck tumor 5 cm/>,Y,G2,21.8945,"$1,201.90"
21600,,Partial removal of rib,Y,A2,63.9555,"$3,510.84"
21610,,Partial removal of rib,Y,A2,28.767,"$1,579.16"
21685,,Hyoid myotomy & suspension,Y,J8,67.8994,"$3,727.34"
21700,,Revision of neck muscle,Y,A2,63.9555,"$3,510.84"
21720,,Revision of neck muscle,Y,A2,28.767,"$1,579.16"
21725,,Revision of neck muscle,Y,A2,6.8786,$377.60
21820,,Treat sternum fracture,Y,A2,2.3486,$128.93
21920,,Biopsy soft tissue of back,Y,P3,,$167.88
21925,,Biopsy soft tissue of back,Y,A2,12.9024,$708.28
21930,,Exc back les sc < 3 cm,Y,G2,12.9024,$708.28
21931,,Exc back les sc 3 cm/>,Y,G2,12.9024,$708.28
21932,,Exc back tum deep < 5 cm,Y,G2,21.8945,"$1,201.90"
21933,,Exc back tum deep 5 cm/>,Y,G2,21.8945,"$1,201.90"
