"Durable Medical Equipment,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*** Non-continental areas ***,,,,
"Prosthetics, Orthotics, and Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Not subject to ceiling and floor),,,,
(DMEPOS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2025 Fee Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
A4311,,,J,OS,20.70,17.60,20.70,0.00,20.70,0.00,20.49,0.00,20.70,0.00,18.34,0.00,19.44,0.00,17.60,0.00,17.60,0.00,17.60,0.00,20.70,0.00,17.60,0.00,17.60,0.00,20.70,0.00,20.70,0.00,17.60,0.00,20.70,0.00,20.70,0.00,19.52,0.00,17.60,0.00,19.52,0.00,20.70,0.00,20.70,0.00,17.60,0.00,20.70,0.00,20.70,0.00,20.70,0.00,20.70,0.00,17.94,0.00,18.59,0.00,17.60,0.00,20.70,0.00,20.70,0.00,18.91,0.00,20.70,0.00,20.70,0.00,17.60,0.00,17.60,0.00,17.60,0.00,20.70,0.00,20.70,0.00,19.93,0.00,17.97,0.00,20.70,0.00,17.60,0.00,19.32,0.00,20.70,0.00,20.70,0.00,20.70,0.00,20.70,0.00,25.71,0.00,27.45,0.00,15.74,0.00,18.91,0.00,Catheter w/o bag 2-way latex
A4312,,,J,OS,25.20,21.42,21.72,0.00,25.20,0.00,25.20,0.00,25.20,0.00,21.42,0.00,21.42,0.00,21.42,0.00,21.42,0.00,25.20,0.00,21.42,0.00,25.20,0.00,21.42,0.00,25.20,0.00,25.20,0.00,25.20,0.00,24.71,0.00,25.20,0.00,21.42,0.00,21.42,0.00,21.42,0.00,25.20,0.00,25.20,0.00,25.20,0.00,25.20,0.00,23.26,0.00,25.20,0.00,22.42,0.00,25.20,0.00,21.42,0.00,21.42,0.00,25.20,0.00,25.20,0.00,21.42,0.00,25.20,0.00,25.20,0.00,21.42,0.00,21.42,0.00,21.42,0.00,25.20,0.00,22.42,0.00,25.20,0.00,25.20,0.00,25.20,0.00,21.42,0.00,21.42,0.00,23.97,0.00,25.20,0.00,25.20,0.00,22.97,0.00,32.72,0.00,35.00,0.00,35.87,0.00,21.42,0.00,Cath w/o bag 2-way silicone
A4313,,,J,OS,25.88,22.00,22.00,0.00,25.86,0.00,25.88,0.00,25.88,0.00,22.00,0.00,25.88,0.00,25.37,0.00,25.37,0.00,22.00,0.00,22.00,0.00,25.88,0.00,22.00,0.00,25.88,0.00,25.88,0.00,25.88,0.00,25.88,0.00,25.88,0.00,22.00,0.00,22.00,0.00,22.00,0.00,22.00,0.00,25.88,0.00,25.88,0.00,25.88,0.00,23.26,0.00,25.88,0.00,22.42,0.00,25.88,0.00,22.00,0.00,25.37,0.00,25.88,0.00,25.88,0.00,25.88,0.00,25.88,0.00,25.88,0.00,22.00,0.00,25.37,0.00,22.00,0.00,25.88,0.00,22.42,0.00,25.88,0.00,25.88,0.00,25.88,0.00,22.00,0.00,22.00,0.00,23.97,0.00,25.88,0.00,25.88,0.00,22.97,0.00,37.14,0.00,39.70,0.00,26.04,0.00,25.88,0.00,Catheter w/bag 3-way
A4314,,,J,OS,35.32,30.02,30.45,0.00,35.32,0.00,30.02,0.00,35.32,0.00,35.32,0.00,35.32,0.00,33.53,0.00,33.53,0.00,30.02,0.00,32.60,0.00,35.32,0.00,30.02,0.00,35.32,0.00,35.32,0.00,35.32,0.00,35.32,0.00,35.32,0.00,30.02,0.00,30.02,0.00,30.02,0.00,35.32,0.00,35.32,0.00,35.32,0.00,30.02,0.00,32.18,0.00,35.32,0.00,35.32,0.00,35.32,0.00,30.02,0.00,33.53,0.00,32.85,0.00,30.02,0.00,34.08,0.00,35.32,0.00,34.23,0.00,30.02,0.00,33.53,0.00,30.02,0.00,35.32,0.00,35.32,0.00,33.96,0.00,35.32,0.00,35.32,0.00,30.02,0.00,30.02,0.00,35.32,0.00,35.32,0.00,35.32,0.00,35.32,0.00,38.31,0.00,40.95,0.00,35.87,0.00,34.08,0.00,Cath w/drainage 2-way latex
A4315,,,J,OS,36.85,31.32,31.32,0.00,35.39,0.00,36.85,0.00,36.85,0.00,36.85,0.00,31.32,0.00,36.06,0.00,36.06,0.00,31.32,0.00,31.32,0.00,36.85,0.00,31.32,0.00,36.85,0.00,36.85,0.00,36.85,0.00,36.85,0.00,35.32,0.00,31.32,0.00,31.32,0.00,31.32,0.00,36.85,0.00,36.85,0.00,36.85,0.00,36.85,0.00,32.18,0.00,36.85,0.00,36.85,0.00,36.85,0.00,31.32,0.00,36.06,0.00,32.85,0.00,36.85,0.00,36.85,0.00,36.85,0.00,34.23,0.00,31.32,0.00,36.06,0.00,31.32,0.00,36.85,0.00,36.85,0.00,36.85,0.00,35.93,0.00,36.85,0.00,31.32,0.00,31.32,0.00,36.85,0.00,36.85,0.00,36.85,0.00,36.31,0.00,44.34,0.00,47.42,0.00,35.87,0.00,36.85,0.00,Cath w/drainage 2-way silcne
A4316,,,J,OS,39.68,33.73,33.73,0.00,35.39,0.00,39.68,0.00,39.68,0.00,39.68,0.00,33.73,0.00,37.65,0.00,37.65,0.00,33.73,0.00,39.68,0.00,39.68,0.00,33.73,0.00,39.68,0.00,39.68,0.00,39.33,0.00,39.68,0.00,35.32,0.00,39.68,0.00,33.73,0.00,39.68,0.00,39.68,0.00,39.68,0.00,39.68,0.00,39.68,0.00,33.73,0.00,39.68,0.00,38.28,0.00,39.33,0.00,38.77,0.00,37.65,0.00,33.73,0.00,39.68,0.00,39.68,0.00,39.68,0.00,34.23,0.00,33.73,0.00,37.65,0.00,36.46,0.00,38.31,0.00,38.28,0.00,39.68,0.00,39.68,0.00,39.68,0.00,33.73,0.00,39.68,0.00,39.68,0.00,39.68,0.00,39.68,0.00,36.31,0.00,44.34,0.00,47.42,0.00,35.87,0.00,39.68,0.00,Cath w/drainage 3-way
A4320,,,J,OS,7.46,6.34,7.46,0.00,7.46,0.00,7.34,0.00,6.34,0.00,7.37,0.00,7.46,0.00,7.02,0.00,7.02,0.00,7.46,0.00,6.59,0.00,6.64,0.00,7.46,0.00,6.95,0.00,7.29,0.00,7.22,0.00,7.46,0.00,7.46,0.00,7.46,0.00,7.46,0.00,7.46,0.00,6.87,0.00,7.46,0.00,6.97,0.00,6.34,0.00,6.60,0.00,6.34,0.00,7.46,0.00,7.22,0.00,7.46,0.00,7.02,0.00,7.46,0.00,7.46,0.00,6.82,0.00,6.65,0.00,7.46,0.00,7.46,0.00,7.02,0.00,7.46,0.00,7.46,0.00,7.46,0.00,6.39,0.00,6.34,0.00,7.07,0.00,7.46,0.00,7.46,0.00,7.46,0.00,7.46,0.00,6.65,0.00,7.46,0.00,6.22,0.00,6.66,0.00,8.25,0.00,6.82,0.00,Irrigation tray
A4321,,,J,OS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Cath therapeutic irrig agent
A4322,,,D,OS,4.26,3.62,4.26,0.00,4.23,0.00,4.26,0.00,4.26,0.00,4.25,0.00,4.26,0.00,4.13,0.00,4.13,0.00,3.94,0.00,4.16,0.00,4.26,0.00,3.71,0.00,3.94,0.00,4.20,0.00,4.26,0.00,4.20,0.00,4.26,0.00,4.26,0.00,4.26,0.00,4.26,0.00,4.26,0.00,4.23,0.00,4.26,0.00,4.23,0.00,4.26,0.00,4.11,0.00,4.26,0.00,4.26,0.00,4.26,0.00,4.13,0.00,4.22,0.00,4.26,0.00,4.26,0.00,4.07,0.00,4.20,0.00,3.83,0.00,4.13,0.00,4.26,0.00,4.20,0.00,4.26,0.00,4.26,0.00,3.94,0.00,3.73,0.00,3.94,0.00,4.26,0.00,4.26,0.00,4.26,0.00,4.07,0.00,4.26,0.00,5.09,0.00,5.47,0.00,4.36,0.00,4.26,0.00,Irrigation syringe
A4326,,,J,OS,15.07,12.81,15.07,0.00,15.07,0.00,15.07,0.00,13.05,0.00,13.63,0.00,14.49,0.00,15.07,0.00,15.07,0.00,15.07,0.00,15.07,0.00,13.28,0.00,15.07,0.00,14.49,0.00,15.07,0.00,12.81,0.00,15.07,0.00,15.07,0.00,14.49,0.00,15.07,0.00,14.49,0.00,13.08,0.00,15.07,0.00,12.81,0.00,15.07,0.00,13.63,0.00,15.07,0.00,13.63,0.00,13.28,0.00,14.49,0.00,15.07,0.00,15.07,0.00,15.07,0.00,12.81,0.00,14.49,0.00,15.07,0.00,14.49,0.00,15.07,0.00,14.49,0.00,15.07,0.00,13.63,0.00,15.07,0.00,15.07,0.00,13.63,0.00,15.07,0.00,14.49,0.00,15.07,0.00,13.08,0.00,14.49,0.00,13.63,0.00,13.18,0.00,14.12,0.00,15.93,0.00,15.07,0.00,Male external catheter
A4327,,,J,OS,62.32,52.97,62.32,0.00,62.32,0.00,59.05,0.00,62.32,0.00,62.32,0.00,59.05,0.00,59.05,0.00,59.05,0.00,59.05,0.00,62.32,0.00,62.32,0.00,62.32,0.00,62.32,0.00,62.32,0.00,62.32,0.00,62.32,0.00,62.32,0.00,59.05,0.00,59.05,0.00,59.05,0.00,62.32,0.00,62.32,0.00,62.13,0.00,62.32,0.00,62.32,0.00,62.32,0.00,62.32,0.00,62.32,0.00,59.05,0.00,59.05,0.00,62.31,0.00,59.05,0.00,59.05,0.00,59.05,0.00,62.32,0.00,62.32,0.00,59.05,0.00,59.05,0.00,62.32,0.00,62.32,0.00,62.01,0.00,62.32,0.00,62.32,0.00,59.05,0.00,59.05,0.00,59.05,0.00,62.01,0.00,59.05,0.00,62.32,0.00,72.34,0.00,77.36,0.00,64.96,0.00,62.32,0.00,Fem urinary collect dev cup
A4328,,,J,OS,14.58,12.39,14.58,0.00,14.14,0.00,14.58,0.00,14.58,0.00,14.58,0.00,12.39,0.00,14.58,0.00,14.58,0.00,13.78,0.00,14.30,0.00,14.58,0.00,13.80,0.00,14.58,0.00,14.58,0.00,13.63,0.00,14.46,0.00,14.14,0.00,12.39,0.00,14.58,0.00,12.39,0.00,14.54,0.00,14.14,0.00,14.58,0.00,14.58,0.00,14.58,0.00,14.33,0.00,14.58,0.00,13.63,0.00,12.39,0.00,14.58,0.00,14.58,0.00,14.58,0.00,14.58,0.00,13.24,0.00,14.58,0.00,13.80,0.00,14.58,0.00,13.78,0.00,14.46,0.00,14.58,0.00,13.76,0.00,12.39,0.00,14.58,0.00,13.78,0.00,12.39,0.00,14.58,0.00,14.58,0.00,14.14,0.00,14.58,0.00,15.18,0.00,16.25,0.00,15.12,0.00,14.58,0.00,Fem urinary collect pouch
A4330,,,J,OS,10.01,8.51,10.01,0.00,9.14,0.00,10.01,0.00,9.64,0.00,10.01,0.00,10.01,0.00,10.01,0.00,10.01,0.00,10.01,0.00,10.01,0.00,10.01,0.00,9.68,0.00,9.68,0.00,8.51,0.00,10.01,0.00,10.01,0.00,9.14,0.00,10.01,0.00,9.68,0.00,10.01,0.00,10.01,0.00,9.51,0.00,10.01,0.00,8.51,0.00,8.51,0.00,9.97,0.00,10.01,0.00,10.01,0.00,10.01,0.00,10.01,0.00,8.51,0.00,10.01,0.00,8.51,0.00,8.51,0.00,8.51,0.00,9.68,0.00,10.01,0.00,9.47,0.00,9.99,0.00,10.01,0.00,8.51,0.00,9.89,0.00,8.51,0.00,8.51,0.00,10.01,0.00,10.01,0.00,9.89,0.00,8.51,0.00,10.01,0.00,9.75,0.00,10.38,0.00,1.72,0.00,8.51,0.00,Stool collection pouch
A4331,,,J,OS,4.44,3.77,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.44,0.00,4.47,0.00,4.85,0.00,5.36,0.00,4.44,0.00,Extension drainage tubing
A4332,,,J,OS,0.15,0.13,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.16,0.00,0.23,0.00,0.15,0.00,Lube sterile packet
A4333,,,J,OS,3.10,2.64,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,3.10,0.00,4.01,0.00,4.31,0.00,3.39,0.00,3.10,0.00,Urinary cath anchor device
A4334,,,J,OS,6.87,5.84,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,6.87,0.00,3.72,0.00,3.95,0.00,7.59,0.00,6.87,0.00,Urinary cath leg strap
A4336,,,J,OS,2.01,1.71,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.01,0.00,2.19,0.00,2.01,0.00,Urethral insert
A4338,,,J,OS,17.14,14.57,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,16.51,0.00,17.14,0.00,14.74,0.00,17.14,0.00,14.57,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,14.74,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,15.18,0.00,17.14,0.00,17.14,0.00,17.14,0.00,14.74,0.00,14.57,0.00,17.14,0.00,14.57,0.00,17.14,0.00,14.57,0.00,17.14,0.00,14.74,0.00,16.26,0.00,17.14,0.00,17.14,0.00,15.09,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.14,0.00,17.33,0.00,18.51,0.00,18.91,0.00,14.57,0.00,Indwelling catheter latex
A4340,,,J,OS,44.36,37.71,44.21,0.00,44.36,0.00,44.36,0.00,39.22,0.00,44.36,0.00,44.36,0.00,44.36,0.00,44.36,0.00,44.36,0.00,37.87,0.00,42.40,0.00,44.36,0.00,37.71,0.00,37.71,0.00,37.71,0.00,38.17,0.00,44.36,0.00,44.36,0.00,44.36,0.00,44.36,0.00,37.71,0.00,37.71,0.00,40.62,0.00,37.71,0.00,37.71,0.00,37.71,0.00,44.36,0.00,37.71,0.00,42.40,0.00,44.36,0.00,40.46,0.00,37.71,0.00,44.36,0.00,37.71,0.00,40.46,0.00,44.36,0.00,44.36,0.00,44.36,0.00,37.71,0.00,44.36,0.00,44.36,0.00,44.36,0.00,37.71,0.00,44.36,0.00,44.36,0.00,44.36,0.00,44.36,0.00,37.71,0.00,44.36,0.00,39.61,0.00,42.34,0.00,48.78,0.00,44.36,0.00,Indwelling catheter special
A4341,,,D,OS,340.93,289.79,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,340.93,0.00,Iduc valve pat inst repl
A4342,,,D,OS,860.84,731.71,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,860.84,0.00,Iduc valve sply repl
A4344,,,J,OS,22.36,19.01,22.11,0.00,22.36,0.00,22.36,0.00,22.36,0.00,22.15,0.00,19.01,0.00,19.01,0.00,19.01,0.00,22.36,0.00,19.01,0.00,22.36,0.00,19.01,0.00,19.21,0.00,22.36,0.00,22.36,0.00,22.36,0.00,22.36,0.00,21.24,0.00,21.50,0.00,22.36,0.00,22.36,0.00,21.42,0.00,20.26,0.00,20.46,0.00,19.01,0.00,20.06,0.00,22.36,0.00,22.36,0.00,22.36,0.00,19.01,0.00,22.36,0.00,22.36,0.00,22.36,0.00,22.36,0.00,22.36,0.00,22.36,0.00,19.01,0.00,19.65,0.00,19.87,0.00,21.43,0.00,20.47,0.00,19.01,0.00,19.01,0.00,22.36,0.00,22.36,0.00,22.36,0.00,22.36,0.00,22.36,0.00,19.01,0.00,25.19,0.00,26.91,0.00,38.02,0.00,22.36,0.00,Cath indw foley 2 way silicn
A4346,,,J,OS,27.36,23.26,27.36,0.00,23.26,0.00,26.90,0.00,26.54,0.00,27.36,0.00,27.36,0.00,23.81,0.00,23.81,0.00,27.36,0.00,23.26,0.00,27.36,0.00,23.26,0.00,27.36,0.00,27.36,0.00,27.36,0.00,27.36,0.00,27.36,0.00,27.36,0.00,27.08,0.00,23.26,0.00,27.36,0.00,27.36,0.00,23.26,0.00,24.25,0.00,24.92,0.00,23.26,0.00,27.36,0.00,27.36,0.00,23.26,0.00,23.81,0.00,27.36,0.00,26.90,0.00,24.80,0.00,27.36,0.00,27.36,0.00,27.36,0.00,23.81,0.00,23.26,0.00,23.26,0.00,27.36,0.00,27.36,0.00,23.26,0.00,27.36,0.00,27.36,0.00,23.26,0.00,23.26,0.00,27.17,0.00,27.36,0.00,27.36,0.00,26.79,0.00,28.66,0.00,24.16,0.00,24.80,0.00,Cath indw foley 3 way
A4349,,,J,OS,2.81,2.39,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.81,0.00,2.90,0.00,3.15,0.00,3.15,0.00,2.81,0.00,Disposable male external cat
A4351,,,J,OS,2.53,2.15,2.53,0.00,2.38,0.00,2.53,0.00,2.15,0.00,2.15,0.00,2.53,0.00,2.41,0.00,2.41,0.00,2.53,0.00,2.52,0.00,2.53,0.00,2.15,0.00,2.53,0.00,2.15,0.00,2.53,0.00,2.15,0.00,2.38,0.00,2.53,0.00,2.53,0.00,2.53,0.00,2.53,0.00,2.53,0.00,2.53,0.00,2.34,0.00,2.15,0.00,2.15,0.00,2.15,0.00,2.53,0.00,2.53,0.00,2.41,0.00,2.53,0.00,2.53,0.00,2.15,0.00,2.38,0.00,2.53,0.00,2.53,0.00,2.41,0.00,2.53,0.00,2.53,0.00,2.15,0.00,2.15,0.00,2.53,0.00,2.15,0.00,2.27,0.00,2.53,0.00,2.53,0.00,2.53,0.00,2.38,0.00,2.15,0.00,1.58,0.00,1.66,0.00,2.07,0.00,2.15,0.00,Straight tip urine catheter
A4352,,,J,OS,8.97,7.62,8.97,0.00,7.62,0.00,8.97,0.00,8.97,0.00,8.71,0.00,8.97,0.00,8.97,0.00,8.97,0.00,7.62,0.00,8.81,0.00,8.97,0.00,8.97,0.00,7.62,0.00,7.62,0.00,8.97,0.00,7.62,0.00,7.62,0.00,8.97,0.00,8.97,0.00,8.97,0.00,7.62,0.00,7.62,0.00,8.97,0.00,8.97,0.00,7.62,0.00,8.27,0.00,7.62,0.00,8.97,0.00,8.97,0.00,8.97,0.00,7.66,0.00,8.97,0.00,8.97,0.00,7.62,0.00,7.66,0.00,8.97,0.00,8.97,0.00,7.62,0.00,8.97,0.00,7.62,0.00,7.62,0.00,8.93,0.00,7.62,0.00,8.97,0.00,8.97,0.00,8.97,0.00,7.62,0.00,7.62,0.00,7.62,0.00,14.02,0.00,14.97,0.00,10.86,0.00,8.97,0.00,Coude tip urinary catheter
